"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN","Open Access"
"Makhachashvili R.K.; Kovpik S.I.; Bakhtina A.O.; Morze N.V.","Makhachashvili, Rusudan K. (57218565160); Kovpik, Svetlana I. (57218569789); Bakhtina, Anna O. (57218562054); Morze, Nataliia V. (56436661900)","57218565160; 57218569789; 57218562054; 56436661900","Structuring and visualizing fictional and real life empirical concepts with emoji symbols: a case study of José Ángel Buesa’s poetry and Borys Grinchenko’s image","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177219863&partnerID=40&md5=b484cb0395bc2f0eace08c8a174b4e65","Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudryavska Str., Kyiv, 04053, Ukraine; Kryvyi Rih State Pedagogical University, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine","Makhachashvili R.K., Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudryavska Str., Kyiv, 04053, Ukraine; Kovpik S.I., Kryvyi Rih State Pedagogical University, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine; Bakhtina A.O., Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudryavska Str., Kyiv, 04053, Ukraine; Morze N.V., Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudryavska Str., Kyiv, 04053, Ukraine","16130073","","",""
"Nikonov O.; Skidan V.; Volivach A.; Nadopta T.; Pavlenko V.","Nikonov, Oleh (58759355100); Skidan, Vladyslava (57210393405); Volivach, Antonina (57687762000); Nadopta, Tatiana (57210393850); Pavlenko, Volodymyr (57357228600)","58759355100; 57210393405; 57687762000; 57210393850; 57357228600","Cloud System of Content Accounting with Access on ОС Android and ІOS","2023","10.1109/KhPIWeek61412.2023.10312933","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179506497&doi=10.1109%2fKhPIWeek61412.2023.10312933&partnerID=40&md5=b04ab5bbbccfdc577918627a203c4bc6","Department of Information and Computer Technologies, Kyiv National University of Technology and Design, Kyiv, Ukraine; Department of Technology and Design of Leather Products, Khmelnytskyi National University, Khmelnytskyi, Ukraine","Nikonov O., Department of Information and Computer Technologies, Kyiv National University of Technology and Design, Kyiv, Ukraine; Skidan V., Department of Information and Computer Technologies, Kyiv National University of Technology and Design, Kyiv, Ukraine; Volivach A., Department of Information and Computer Technologies, Kyiv National University of Technology and Design, Kyiv, Ukraine; Nadopta T., Department of Technology and Design of Leather Products, Khmelnytskyi National University, Khmelnytskyi, Ukraine; Pavlenko V., Department of Information and Computer Technologies, Kyiv National University of Technology and Design, Kyiv, Ukraine","","979-835039553-2","",""
"Papadakis S.; Kiv A.E.; Kravtsov H.M.; Osadchyi V.V.; Marienko M.V.; Pinchuk O.P.; Shyshkina M.P.; Sokolyuk O.M.; Mintii I.S.; Vakaliuk T.A.; Azarova L.E.; Kolgatina L.S.; Amelina S.M.; Volkova N.P.; Velychko V.Ye.; Striuk A.M.; Semerikov S.O.","Papadakis, Stamatios (57038471800); Kiv, Arnold E. (6602488378); Kravtsov, Hennadiy M. (55780812100); Osadchyi, Viacheslav V. (57190217440); Marienko, Maiia V. (57219969645); Pinchuk, Olha P. (57190124417); Shyshkina, Mariya P. (56289490700); Sokolyuk, Oleksandra M. (57211134081); Mintii, Iryna S. (57204971103); Vakaliuk, Tetiana A. (57211133927); Azarova, Larysa E. (57212031795); Kolgatina, Larisa S. (56529712600); Amelina, Svitlana M. (57211133370); Volkova, Nataliia P. (57204968168); Velychko, Vladyslav Ye. (57204961309); Striuk, Andrii M. (57194524952); Semerikov, Serhiy O. (56375008500)","57038471800; 6602488378; 55780812100; 57190217440; 57219969645; 57190124417; 56289490700; 57211134081; 57204971103; 57211133927; 57212031795; 56529712600; 57211133370; 57204968168; 57204961309; 57194524952; 56375008500","Unlocking the power of synergy: the joint force of cloud technologies and augmented reality in education","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151976655&partnerID=40&md5=c1964624df1a63975e2fd7e0b0c21853","University of Crete, Gallos Campus, Rethymnon, Crete, 74100, Greece; Ben-Gurion University of the Negev, P.O.B. 653, Beer Sheva, 8410501, Israel; South Ukrainian National Pedagogical University named after K. D. Ushynsky, 26 Staroportofrankivska Str., Odesa, 65020, Ukraine; Kherson State University, 27 Universytetska Str., Kherson, 73003, Ukraine; Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska Str., Kyiv, 04053, Ukraine; Academy of Cognitive and Natural Sciences, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine; Institute for Digitalisation of Education, The NAES of Ukraine, 9 M. Berlynskoho Str., Kyiv, 04060, Ukraine; Kryvyi Rih State Pedagogical University, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine; Lviv Polytechnic National University, 12 Stepana Bandery Str., Lviv, 79013, Ukraine; Zhytomyr Polytechnic State University, 103 Chudnivsyka Str., Zhytomyr, 10005, Ukraine; Vinnytsia National Technical University, 95 Khmelnytske Hwy., Vinnytsia, 21021, Ukraine; H. S. Skovoroda Kharkiv National Pedagogical University, 29 Alchevskyh Str., Kharkiv, 61002, Ukraine; National University of Life and Environmental Sciences of Ukraine, 15 Heroiv Oborony Str., Kyiv, 03041, Ukraine; Alfred Nobel University, 18 Naberezhna Sicheslavska Str., Dnipro, 49000, Ukraine; Donbas State Pedagogical University, 19 Henerala Batiuka Str., Sloviansk, 84116, Ukraine; Kryvyi Rih National University, 11 Vitalii Matusevych Str., Kryvyi Rih, 50027, Ukraine","Papadakis S., University of Crete, Gallos Campus, Rethymnon, Crete, 74100, Greece; Kiv A.E., Ben-Gurion University of the Negev, P.O.B. 653, Beer Sheva, 8410501, Israel, South Ukrainian National Pedagogical University named after K. D. Ushynsky, 26 Staroportofrankivska Str., Odesa, 65020, Ukraine; Kravtsov H.M., Kherson State University, 27 Universytetska Str., Kherson, 73003, Ukraine; Osadchyi V.V., Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska Str., Kyiv, 04053, Ukraine, Academy of Cognitive and Natural Sciences, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine; Marienko M.V., Institute for Digitalisation of Education, The NAES of Ukraine, 9 M. Berlynskoho Str., Kyiv, 04060, Ukraine; Pinchuk O.P., Institute for Digitalisation of Education, The NAES of Ukraine, 9 M. Berlynskoho Str., Kyiv, 04060, Ukraine; Shyshkina M.P., Institute for Digitalisation of Education, The NAES of Ukraine, 9 M. Berlynskoho Str., Kyiv, 04060, Ukraine; Sokolyuk O.M., Institute for Digitalisation of Education, The NAES of Ukraine, 9 M. Berlynskoho Str., Kyiv, 04060, Ukraine; Mintii I.S., Institute for Digitalisation of Education, The NAES of Ukraine, 9 M. Berlynskoho Str., Kyiv, 04060, Ukraine, Kryvyi Rih State Pedagogical University, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine, Lviv Polytechnic National University, 12 Stepana Bandery Str., Lviv, 79013, Ukraine, Zhytomyr Polytechnic State University, 103 Chudnivsyka Str., Zhytomyr, 10005, Ukraine; Vakaliuk T.A., Institute for Digitalisation of Education, The NAES of Ukraine, 9 M. Berlynskoho Str., Kyiv, 04060, Ukraine, Kryvyi Rih State Pedagogical University, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine, Zhytomyr Polytechnic State University, 103 Chudnivsyka Str., Zhytomyr, 10005, Ukraine; Azarova L.E., Vinnytsia National Technical University, 95 Khmelnytske Hwy., Vinnytsia, 21021, Ukraine; Kolgatina L.S., H. S. Skovoroda Kharkiv National Pedagogical University, 29 Alchevskyh Str., Kharkiv, 61002, Ukraine; Amelina S.M., National University of Life and Environmental Sciences of Ukraine, 15 Heroiv Oborony Str., Kyiv, 03041, Ukraine; Volkova N.P., Alfred Nobel University, 18 Naberezhna Sicheslavska Str., Dnipro, 49000, Ukraine; Velychko V.Ye., Donbas State Pedagogical University, 19 Henerala Batiuka Str., Sloviansk, 84116, Ukraine; Striuk A.M., Academy of Cognitive and Natural Sciences, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine, Kryvyi Rih National University, 11 Vitalii Matusevych Str., Kryvyi Rih, 50027, Ukraine; Semerikov S.O., Academy of Cognitive and Natural Sciences, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine, Institute for Digitalisation of Education, The NAES of Ukraine, 9 M. Berlynskoho Str., Kyiv, 04060, Ukraine, Kryvyi Rih State Pedagogical University, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine, Kryvyi Rih National University, 11 Vitalii Matusevych Str., Kryvyi Rih, 50027, Ukraine","16130073","","",""
"Skipochka S.; Serhiienko V.; Amelin V.; Amelina L.","Skipochka, Serhii (6506488870); Serhiienko, Viktor (57209584452); Amelin, Volodymyr (57209979513); Amelina, Larysa (55879822700)","6506488870; 57209584452; 57209979513; 55879822700","Complex diagnostics of concrete lining technical condition","2023","10.1088/1755-1315/1156/1/012002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152927396&doi=10.1088%2f1755-1315%2f1156%2f1%2f012002&partnerID=40&md5=d68c1e7d342b717f520c510510709a59","Institute of Geotechnical Mechanics Named by N. Poljakov, National Academy of Sciences of Ukraine, Simferopolska Str., 2a, Dnipro, 49005, Ukraine; Ukrainian State University of Science and Technologies, Lazaryana Str., 2, Dnipro, 49010, Ukraine","Skipochka S., Institute of Geotechnical Mechanics Named by N. Poljakov, National Academy of Sciences of Ukraine, Simferopolska Str., 2a, Dnipro, 49005, Ukraine; Serhiienko V., Institute of Geotechnical Mechanics Named by N. Poljakov, National Academy of Sciences of Ukraine, Simferopolska Str., 2a, Dnipro, 49005, Ukraine; Amelin V., Institute of Geotechnical Mechanics Named by N. Poljakov, National Academy of Sciences of Ukraine, Simferopolska Str., 2a, Dnipro, 49005, Ukraine; Amelina L., Ukrainian State University of Science and Technologies, Lazaryana Str., 2, Dnipro, 49010, Ukraine","17551307","","","All Open Access; Gold Open Access"
"Shchokin V.; Yezhov V.; Shchokina O.; Sobczyk W.","Shchokin, Vadym (56468018200); Yezhov, Vladislav (58538493500); Shchokina, Olga (56644864000); Sobczyk, Wiktoria (44462021200)","56468018200; 58538493500; 56644864000; 44462021200","Methodology for Determining Emissions of Pollutants into Atmospheric Air by Open-Pit Mining Works; [Metodyka wyznaczania emisji zanieczyszczeń do powietrza atmosferycznego z robót górnictwa odkrywkowego]","2023","10.29227/IM-2023-01-23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168110288&doi=10.29227%2fIM-2023-01-23&partnerID=40&md5=265a9f8b50efcde8be2c7ab8b29803b1","The Research Mining Institute of Kryvyi Rih National University, Ukraine; The Research Institute of Labor Safety and Ecology in the Mining and Metallurgical Industry, The Krivoy Rog National University, Ukraine; Institute of Labor Safety and Ecology in the Mining and Metallurgical Industry, The Krivoy Rog National University, Ukraine; Faculty of Energy and Fuels, AGH University of Science & Technology, Krakow, Poland","Shchokin V., The Research Mining Institute of Kryvyi Rih National University, Ukraine; Yezhov V., The Research Institute of Labor Safety and Ecology in the Mining and Metallurgical Industry, The Krivoy Rog National University, Ukraine; Shchokina O., Institute of Labor Safety and Ecology in the Mining and Metallurgical Industry, The Krivoy Rog National University, Ukraine; Sobczyk W., Faculty of Energy and Fuels, AGH University of Science & Technology, Krakow, Poland","16404920","","","All Open Access; Gold Open Access"
"Byshevets N.; Andrieieva O.; Goncharova N.; Hakman A.; Zakharina I.; Synihovets I.; Zaitsev V.","Byshevets, Nataliia (57282133500); Andrieieva, Olena (56626526000); Goncharova, Nataliia (57199498969); Hakman, Anna (57193360110); Zakharina, Ievgeniia (57205436062); Synihovets, Ihor (58303127200); Zaitsev, Volodymyr (12144153100)","57282133500; 56626526000; 57199498969; 57193360110; 57205436062; 58303127200; 12144153100","Prediction of stress-related conditions in students and their prevention through health-enhancing recreational physical activity","2023","10.7752/jpes.2023.04117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161042388&doi=10.7752%2fjpes.2023.04117&partnerID=40&md5=dbcf271de8f1be9aaafcf14d372f5db8","National University of Ukraine on Physical Education and Sport, Kyiv, Ukraine; Yuriy Fedkovych Chernivtsi National University, Chernivtsi, Ukraine; National University «Zaporizhzhia Polytechnic», Zaporozhye, Ukraine; Chernihiv Polytechnic National University, Chernihiv, Ukraine","Byshevets N., National University of Ukraine on Physical Education and Sport, Kyiv, Ukraine; Andrieieva O., National University of Ukraine on Physical Education and Sport, Kyiv, Ukraine; Goncharova N., National University of Ukraine on Physical Education and Sport, Kyiv, Ukraine; Hakman A., Yuriy Fedkovych Chernivtsi National University, Chernivtsi, Ukraine; Zakharina I., National University «Zaporizhzhia Polytechnic», Zaporozhye, Ukraine; Synihovets I., Chernihiv Polytechnic National University, Chernihiv, Ukraine; Zaitsev V., Chernihiv Polytechnic National University, Chernihiv, Ukraine","22478051","","","All Open Access; Bronze Open Access"
"Bezruchko K.A.; Prykchodchenko V.F.; Prykchodchenko O.V.; Hladka M.O.","Bezruchko, K.A. (55958302000); Prykchodchenko, V.F. (58635757800); Prykchodchenko, O.V. (58635523900); Hladka, M.O. (58635524000)","55958302000; 58635757800; 58635523900; 58635524000","PREDICTING ZONES OF INCREASED WATER INFLOWS IN LOCAL FOLDED STRUCTURES; [Прогнозування зон підвищених водоприпливів у локальних складчастих структурах]","2023","10.33271/nvngu/2023-4/005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173522630&doi=10.33271%2fnvngu%2f2023-4%2f005&partnerID=40&md5=432a5ef346840de4350d3f6f9b30b5fb","Institute of Geotechnical Mechanics named by N.Poljakov, National Academy of Sciences of Ukraine, Dnipro, Ukraine; Dnipro University of Technology, Dnipro, Ukraine","Bezruchko K.A., Institute of Geotechnical Mechanics named by N.Poljakov, National Academy of Sciences of Ukraine, Dnipro, Ukraine; Prykchodchenko V.F., Dnipro University of Technology, Dnipro, Ukraine; Prykchodchenko O.V., Institute of Geotechnical Mechanics named by N.Poljakov, National Academy of Sciences of Ukraine, Dnipro, Ukraine; Hladka M.O., Institute of Geotechnical Mechanics named by N.Poljakov, National Academy of Sciences of Ukraine, Dnipro, Ukraine","20712227","","","All Open Access; Bronze Open Access"
"Maznyk L.; Dvulit Z.; Seliuchenko N.; Seliuchenko M.; Dragan O.","Maznyk, Liana (57210153856); Dvulit, Zoriana (57208081727); Seliuchenko, Nadiia (57210437848); Seliuchenko, Marian (55817251500); Dragan, Olena (57220204023)","57210153856; 57208081727; 57210437848; 55817251500; 57220204023","Applying Data Mining Techniques in People Analytics for Balancing Employees’ Interests","2023","10.1007/978-3-031-36118-0_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169056882&doi=10.1007%2f978-3-031-36118-0_10&partnerID=40&md5=078e28a566656b5d6f05644f50850561","National University of Food Technologies, Volodymyrska Str. 68, Kyiv, 01601, Ukraine; Lviv Polytechnic National University, Bandera Str. 12, Lviv, 79000, Ukraine","Maznyk L., National University of Food Technologies, Volodymyrska Str. 68, Kyiv, 01601, Ukraine; Dvulit Z., Lviv Polytechnic National University, Bandera Str. 12, Lviv, 79000, Ukraine; Seliuchenko N., Lviv Polytechnic National University, Bandera Str. 12, Lviv, 79000, Ukraine; Seliuchenko M., Lviv Polytechnic National University, Bandera Str. 12, Lviv, 79000, Ukraine; Dragan O., National University of Food Technologies, Volodymyrska Str. 68, Kyiv, 01601, Ukraine","23674512","","",""
"Fomin O.; Derevianchenko O.; Volkova N.; Skrypnyk N.","Fomin, Oleksandr (57103429400); Derevianchenko, Oleksandr (57216148600); Volkova, Natalya (36104775700); Skrypnyk, Natalia (57222321410)","57103429400; 57216148600; 36104775700; 57222321410","Improvement of the Quality of Wear Zones for Cutting Tools Textures Classes Recognition Based on Convolutional Models","2023","10.1007/978-3-031-32767-4_21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163378266&doi=10.1007%2f978-3-031-32767-4_21&partnerID=40&md5=dcf6e86e7840812ded7fc8dc1b3f4b37","Odessa Polytechnic National University, 1, Shevchenko Ave, Odessa, 65044, Ukraine","Fomin O., Odessa Polytechnic National University, 1, Shevchenko Ave, Odessa, 65044, Ukraine; Derevianchenko O., Odessa Polytechnic National University, 1, Shevchenko Ave, Odessa, 65044, Ukraine; Volkova N., Odessa Polytechnic National University, 1, Shevchenko Ave, Odessa, 65044, Ukraine; Skrypnyk N., Odessa Polytechnic National University, 1, Shevchenko Ave, Odessa, 65044, Ukraine","21954356","978-303132766-7","",""
"Koshla O.; Vogt L.-M.; Rydkin O.; Sehin Y.; Ostash I.; Helm M.; Ostash B.","Koshla, Oksana (57190765036); Vogt, Lea-Marie (57205686600); Rydkin, Oleksandr (58082863400); Sehin, Yuliia (57205689588); Ostash, Iryna (23982835300); Helm, Mark (56186326500); Ostash, Bohdan (57190812609)","57190765036; 57205686600; 58082863400; 57205689588; 23982835300; 56186326500; 57190812609","Landscape of Post-Transcriptional tRNA Modifications in Streptomyces albidoflavus J1074 as Portrayed by Mass Spectrometry and Genomic Data Mining","2023","10.1128/jb.00294-22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147046934&doi=10.1128%2fjb.00294-22&partnerID=40&md5=50867d980d56c0dc593a3619f85daed9","Department of Genetics and Biotechnology, Ivan Franko National University of Lviv, Lviv, Ukraine; Institute of Pharmaceutical and Biomedical Sciences, Johannes Gutenberg-Universität Mainz, Mainz, Germany","Koshla O., Department of Genetics and Biotechnology, Ivan Franko National University of Lviv, Lviv, Ukraine; Vogt L.-M., Institute of Pharmaceutical and Biomedical Sciences, Johannes Gutenberg-Universität Mainz, Mainz, Germany; Rydkin O., Department of Genetics and Biotechnology, Ivan Franko National University of Lviv, Lviv, Ukraine; Sehin Y., Department of Genetics and Biotechnology, Ivan Franko National University of Lviv, Lviv, Ukraine; Ostash I., Department of Genetics and Biotechnology, Ivan Franko National University of Lviv, Lviv, Ukraine; Helm M., Institute of Pharmaceutical and Biomedical Sciences, Johannes Gutenberg-Universität Mainz, Mainz, Germany; Ostash B., Department of Genetics and Biotechnology, Ivan Franko National University of Lviv, Lviv, Ukraine","00219193","","JOBAA","All Open Access; Green Open Access"
"Kupin A.; Sherstnov Y.; Osadchuk Y.; Savytskyi O.","Kupin, Andrey (24722874000); Sherstnov, Yurii (58361498900); Osadchuk, Yuriy (57224196483); Savytskyi, Olexander (56830443700)","24722874000; 58361498900; 57224196483; 56830443700","Intelligent Control of Industrial Compensating Devices Based on the Application of Fuzzy Logic","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163121992&partnerID=40&md5=e663b932d42a5786ec04f642961ce612","Kryvyi Rih National University, Vitaly Matusevich 11, Kryvyi Rih, 50027, Ukraine","Kupin A., Kryvyi Rih National University, Vitaly Matusevich 11, Kryvyi Rih, 50027, Ukraine; Sherstnov Y., Kryvyi Rih National University, Vitaly Matusevich 11, Kryvyi Rih, 50027, Ukraine; Osadchuk Y., Kryvyi Rih National University, Vitaly Matusevich 11, Kryvyi Rih, 50027, Ukraine; Savytskyi O., Kryvyi Rih National University, Vitaly Matusevich 11, Kryvyi Rih, 50027, Ukraine","16130073","","",""
"Dudar T.V.","Dudar, T.V. (6506343856)","6506343856","URANIUM MINING AND MILLING SITES AS SOURCES OF TECHNOLOGICALLY-ENHANCED NATURALLY OCCURRING RADIOACTIVE MATERIALS","2023","10.46813/2023-145-127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163196397&doi=10.46813%2f2023-145-127&partnerID=40&md5=6245957c59bfe63ba8aff66690374582","National Aviation University, Kyiv, Ukraine","Dudar T.V., National Aviation University, Kyiv, Ukraine","16829344","","","All Open Access; Bronze Open Access; Green Open Access"
"Yasinska-Damri L.; Babichev S.; Spivakovsky A.; Lemeshchuk O.","Yasinska-Damri, Lyudmyla (57213830191); Babichev, Sergii (57189091127); Spivakovsky, Aleksander (16431204200); Lemeshchuk, Oleksandr (58204709100)","57213830191; 57189091127; 16431204200; 58204709100","Formation and Analysis of Gene Expression Data Based on the Joint Use of Data Mining and Machine Learning Techniques","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154025955&partnerID=40&md5=30e150555fec51b8d11f0811b1e54aab","Ukrainian Academy of Printing, Pid Goloskom street, 19, Lviv, 79000, Ukraine; Kherson State University, University street, 27, Kherson, 73000, Ukraine; Jan Evangelista Purkyne University in Usti nad Labem, Pasteurova, 15, Usti nad Labem, 400 96, Czech Republic","Yasinska-Damri L., Ukrainian Academy of Printing, Pid Goloskom street, 19, Lviv, 79000, Ukraine; Babichev S., Kherson State University, University street, 27, Kherson, 73000, Ukraine, Jan Evangelista Purkyne University in Usti nad Labem, Pasteurova, 15, Usti nad Labem, 400 96, Czech Republic; Spivakovsky A., Kherson State University, University street, 27, Kherson, 73000, Ukraine; Lemeshchuk O., Kherson State University, University street, 27, Kherson, 73000, Ukraine","16130073","","",""
"Fareniuk Y.; Zatonatska T.; Dluhopolskyi O.; Kovalenko O.","Fareniuk, Yana (57200227059); Zatonatska, Tetiana (57189216930); Dluhopolskyi, Oleksandr (57207756465); Kovalenko, Oksana (58673829600)","57200227059; 57189216930; 57207756465; 58673829600","CUSTOMER CHURN PREDICTION MODEL: A CASE OF THE TELECOMMUNICATION MARKET","2022","10.2478/eoik-2022-0021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142758832&doi=10.2478%2feoik-2022-0021&partnerID=40&md5=5b249f7a7fb5cf054225ff5d5b2c2e67","Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; WSEI University, Lublin, Poland; West Ukrainian National University, Ternopil, Ukraine","Fareniuk Y., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Zatonatska T., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Dluhopolskyi O., WSEI University, Lublin, Poland, West Ukrainian National University, Ternopil, Ukraine; Kovalenko O., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine","23035005","","","All Open Access; Gold Open Access"
"Peremetchyk A.; Pysmennyi S.; Shvaher N.; Fedorenko S.; Podoynitsyna T.","Peremetchyk, Andrii (57817005600); Pysmennyi, Serhii (55998899600); Shvaher, Nataliia (57204395562); Fedorenko, Serhii (57817543900); Podoynitsyna, Tatyana (58538332100)","57817005600; 55998899600; 57204395562; 57817543900; 58538332100","Modeling and Prediction of Iron Ore Quality Indicators; [Modelowanie i predykcja wskaźników jakości rudy żelaza]","2023","10.29227/IM-2023-01-15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168147808&doi=10.29227%2fIM-2023-01-15&partnerID=40&md5=42435fb4aaa22c1141ec82d117eec8ae","Kryvyi Rih National University, Ukraine","Peremetchyk A., Kryvyi Rih National University, Ukraine; Pysmennyi S., Kryvyi Rih National University, Ukraine; Shvaher N., Kryvyi Rih National University, Ukraine; Fedorenko S., Kryvyi Rih National University, Ukraine; Podoynitsyna T., Kryvyi Rih National University, Ukraine","16404920","","","All Open Access; Gold Open Access"
"Bazilevych K.; Butkevych M.; Padalko H.","Bazilevych, Kseniia (57202239038); Butkevych, Mykola (57369609300); Padalko, Halyna (57218347380)","57202239038; 57369609300; 57218347380","Classification of Cardiovascular Disease Using AdaBoost Method","2023","10.1007/978-3-031-20141-7_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144170095&doi=10.1007%2f978-3-031-20141-7_11&partnerID=40&md5=1b96b52b10644936974054948cb79425","National Aerospace University “Kharkiv Aviation Institute”, 17 Chkalova Street, Kharkiv, 61070, Ukraine","Bazilevych K., National Aerospace University “Kharkiv Aviation Institute”, 17 Chkalova Street, Kharkiv, 61070, Ukraine; Butkevych M., National Aerospace University “Kharkiv Aviation Institute”, 17 Chkalova Street, Kharkiv, 61070, Ukraine; Padalko H., National Aerospace University “Kharkiv Aviation Institute”, 17 Chkalova Street, Kharkiv, 61070, Ukraine","23673370","978-303120140-0","",""
"Bodyanskiy Y.; Chala O.","Bodyanskiy, Yevgeniy (13105377000); Chala, Olha (57211128569)","13105377000; 57211128569","Stacking Neuro-Neo-Fuzzy System for Pattern Recognition and Its Online Learning","2023","10.1109/ACIT58437.2023.10275355","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175537503&doi=10.1109%2fACIT58437.2023.10275355&partnerID=40&md5=7fe1efa327a1e01eb5a30c07e136b38e","Kharkiv National University of Radio Electronics, Artificial Intelligence Department, Kharkiv, Ukraine","Bodyanskiy Y., Kharkiv National University of Radio Electronics, Artificial Intelligence Department, Kharkiv, Ukraine; Chala O., Kharkiv National University of Radio Electronics, Artificial Intelligence Department, Kharkiv, Ukraine","","979-835031167-9","",""
"Ihnatov A.O.; Haddad J.; Stavychnyi Y.M.; Plytus M.M.","Ihnatov, A.O. (57214753214); Haddad, Jamil (57196752819); Stavychnyi, Ye. M. (57892533800); Plytus, M.M. (57893749100)","57214753214; 57196752819; 57892533800; 57893749100","Development and Implementation of Innovative Approaches to Fixing Wells in Difficult Conditions","2023","10.1007/s40033-022-00402-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138179918&doi=10.1007%2fs40033-022-00402-5&partnerID=40&md5=7d869de833332b177fb6c7578b5b6edc","Oil-and-Gas Engineering and Drilling Department, Dnipro University of Technology, D. Yavornytskoho Ave. 19, Dnipro, 49005, Ukraine; Faculty of Engineering Technology, Al-Balqa Applied University, Marka, Amman, 11134, Jordan; Drilling Department, Public Joint-Stock Company «Ukrnafta», Nestorivskyi Side-str., 3-5, Kiev, 04053, Ukraine","Ihnatov A.O., Oil-and-Gas Engineering and Drilling Department, Dnipro University of Technology, D. Yavornytskoho Ave. 19, Dnipro, 49005, Ukraine; Haddad J., Faculty of Engineering Technology, Al-Balqa Applied University, Marka, Amman, 11134, Jordan; Stavychnyi Y.M., Drilling Department, Public Joint-Stock Company «Ukrnafta», Nestorivskyi Side-str., 3-5, Kiev, 04053, Ukraine; Plytus M.M., Drilling Department, Public Joint-Stock Company «Ukrnafta», Nestorivskyi Side-str., 3-5, Kiev, 04053, Ukraine","22502122","","",""
"Voloshyn V.; Gonchar V.; Gorokhova T.; Korostova I.; Mironenko D.","Voloshyn, Vyacheslav (12780761600); Gonchar, Viktoriya (57203780087); Gorokhova, Tetiana (57216523061); Korostova, Iryna (57223366435); Mironenko, Dmytro (57515213800)","12780761600; 57203780087; 57216523061; 57223366435; 57515213800","Research on the problem of the efficiency of bitcoins: The energy costs for the generation of this cryptocurrency on a global scale","2023","10.3233/FAIA220502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153680095&doi=10.3233%2fFAIA220502&partnerID=40&md5=ecd9d772a85dd30754e7eb0ad9ef6828","SHEI 'Pryazovskyi State Technical University', Mariupol, Ukraine","Voloshyn V., SHEI 'Pryazovskyi State Technical University', Mariupol, Ukraine; Gonchar V., SHEI 'Pryazovskyi State Technical University', Mariupol, Ukraine; Gorokhova T., SHEI 'Pryazovskyi State Technical University', Mariupol, Ukraine; Korostova I., SHEI 'Pryazovskyi State Technical University', Mariupol, Ukraine; Mironenko D., SHEI 'Pryazovskyi State Technical University', Mariupol, Ukraine","09226389","978-164368370-6","","All Open Access; Hybrid Gold Open Access"
