"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN","Open Access"
"Shulyak A.P.; Shachykov A.D.","Shulyak, A.P. (56338367100); Shachykov, A.D. (56337210500)","56338367100; 56337210500","About the impact of informative features selection in the mutually orthogonal decompositions of biomedical signals for their recognition","2016","10.1109/ELNANO.2016.7493054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979556509&doi=10.1109%2fELNANO.2016.7493054&partnerID=40&md5=a39039312b14c453b01be85981b81092","Physical and Biomedical Electronics Department, National Technical University of Ukraine, Kyiv Polytechnic Institute, Kyiv, Ukraine","Shulyak A.P., Physical and Biomedical Electronics Department, National Technical University of Ukraine, Kyiv Polytechnic Institute, Kyiv, Ukraine; Shachykov A.D., Physical and Biomedical Electronics Department, National Technical University of Ukraine, Kyiv Polytechnic Institute, Kyiv, Ukraine","","978-150901431-6","",""
"Subbotin S.","Subbotin, S. (7006531104)","7006531104","The neuro-fuzzy network synthesis and simplification on precedents in problems of diagnosis and pattern recognition","2013","10.3103/S1060992X13020082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879972652&doi=10.3103%2fS1060992X13020082&partnerID=40&md5=e819ae0e87d2df6b6955d9db61179ae8","Zaporizhzhya National Technical University, Zaporizhzhya, Ukraine","Subbotin S., Zaporizhzhya National Technical University, Zaporizhzhya, Ukraine","19347898","","",""
"Chaykovskyy I.A.; Budnyk M.M.; Najafian M.A.; Martynenko S.S.; Dovbysh A.S.; Kovalenko O.S.","Chaykovskyy, I.A. (55394044700); Budnyk, M.M. (12805790300); Najafian, M.A. (36053384600); Martynenko, S.S. (36053218200); Dovbysh, A.S. (36052468600); Kovalenko, O.S. (36104303400)","55394044700; 12805790300; 36053384600; 36053218200; 36052468600; 36104303400","Development of pattern recognition method for diagnosis of myocardial ischemia and noncoronarogenic myocardial diseases based on current density distribution maps","2010","10.1007/978-3-642-12197-5_101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952331227&doi=10.1007%2f978-3-642-12197-5_101&partnerID=40&md5=96b4f3832a632571649f4fdb9d50cd19","Glushkov Institute for Cybernetics, Department of Sensors and Technologies for Non-contact Diagnostics, Kyiv, Ukraine; International Research and Training Center IT and Systems, Department of Medical Informatic Systems, Kyiv, 40 Glushkov Avenue, Ukraine; Sumy State University, Department of Informatics, Faculty Electronics and IT, Sumy, Ukraine","Chaykovskyy I.A., Glushkov Institute for Cybernetics, Department of Sensors and Technologies for Non-contact Diagnostics, Kyiv, Ukraine, International Research and Training Center IT and Systems, Department of Medical Informatic Systems, Kyiv, 40 Glushkov Avenue, Ukraine; Budnyk M.M., Glushkov Institute for Cybernetics, Department of Sensors and Technologies for Non-contact Diagnostics, Kyiv, Ukraine; Najafian M.A., International Research and Training Center IT and Systems, Department of Medical Informatic Systems, Kyiv, 40 Glushkov Avenue, Ukraine; Martynenko S.S., Sumy State University, Department of Informatics, Faculty Electronics and IT, Sumy, Ukraine; Dovbysh A.S., Sumy State University, Department of Informatics, Faculty Electronics and IT, Sumy, Ukraine; Kovalenko O.S., International Research and Training Center IT and Systems, Department of Medical Informatic Systems, Kyiv, 40 Glushkov Avenue, Ukraine","16800737","978-364212196-8","",""
"Datsko B.Y.; Gafiychuk V.V.","Datsko, B.Y. (6505859507); Gafiychuk, V.V. (35610706000)","6505859507; 35610706000","Chaotic dynamics in Bonhoffer-van der Pol fractional reaction-diffusion system","2011","10.1016/j.sigpro.2010.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049350517&doi=10.1016%2fj.sigpro.2010.04.004&partnerID=40&md5=e8db6c91e95c42a645c4bf64d4619daf","Institute of Applied Problems of Mechanics and Mathematics, National Academy of Sciences, Lviv 79063, Naukova 3b, Ukraine; SGT Inc., Greenbelt, MD 20770, 7701 Greenbelt Rd, United States; NASA Ames Research Center, Moffett Field, CA 94035-1000, United States","Datsko B.Y., Institute of Applied Problems of Mechanics and Mathematics, National Academy of Sciences, Lviv 79063, Naukova 3b, Ukraine; Gafiychuk V.V., SGT Inc., Greenbelt, MD 20770, 7701 Greenbelt Rd, United States, NASA Ames Research Center, Moffett Field, CA 94035-1000, United States","01651684","","SPROD",""
"Telegeev G.D.; Dubrovska A.N.; Nadgorna V.A.; Dybkov M.V.; Zavelevich M.P.; Maliuta S.S.; Gluzman D.F.","Telegeev, G.D. (6507133675); Dubrovska, A.N. (9844966400); Nadgorna, V.A. (36171151600); Dybkov, M.V. (6506047339); Zavelevich, M.P. (6602476515); Maliuta, S.S. (35615926500); Gluzman, D.F. (7003343731)","6507133675; 9844966400; 36171151600; 6506047339; 6602476515; 35615926500; 7003343731","Immunocytochemical study of BCR and BCR-ABL localization in K562 cells","2010","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954600931&partnerID=40&md5=501a1bd13ee2dc3535136496c2699793","Institute of Molecular Biology and Genetics of NAS of Ukraine, Kiev 03143, Zabolotnogo 150, Ukraine; RE Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology of NAS of Ukraine, Kiev 03022, Vasylkivska 45, Ukraine","Telegeev G.D., Institute of Molecular Biology and Genetics of NAS of Ukraine, Kiev 03143, Zabolotnogo 150, Ukraine; Dubrovska A.N., Institute of Molecular Biology and Genetics of NAS of Ukraine, Kiev 03143, Zabolotnogo 150, Ukraine; Nadgorna V.A., RE Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology of NAS of Ukraine, Kiev 03022, Vasylkivska 45, Ukraine; Dybkov M.V., Institute of Molecular Biology and Genetics of NAS of Ukraine, Kiev 03143, Zabolotnogo 150, Ukraine; Zavelevich M.P., RE Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology of NAS of Ukraine, Kiev 03022, Vasylkivska 45, Ukraine; Maliuta S.S., Institute of Molecular Biology and Genetics of NAS of Ukraine, Kiev 03143, Zabolotnogo 150, Ukraine; Gluzman D.F., RE Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology of NAS of Ukraine, Kiev 03022, Vasylkivska 45, Ukraine","18129269","","EKSOD",""
"Chaikovsky I.; Budnyk M.; Najafian M.; Martynenko S.; Dovbysh A.; Budnyk V.; Kovalenko O.","Chaikovsky, Illya (55394044700); Budnyk, Mykola (12805790300); Najafian, Mokhammad (36053384600); Martynenko, Serhiy (36053218200); Dovbysh, Anatoly (36052468600); Budnyk, Vitaly (26655330100); Kovalenko, Oleksandr (36104303400)","55394044700; 12805790300; 36053384600; 36053218200; 36052468600; 26655330100; 36104303400","Progress in the analysis of the electrical generator of the heart","2010","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952592234&partnerID=40&md5=248bce567406194d56d42fb6f54eaa90","Dept. Medical Informatic Systems, Intern. Research and Training Centre IT and Systems, Kyiv, Ukraine; Dept. Sensors and Technologies for Non-contact Diagnostics, Glushkov Institute for Cybernetics, Kyiv, Ukraine; Dept. Informatics, Faculty Electronics and IT, Sumy State University, Sumy, Ukraine","Chaikovsky I., Dept. Medical Informatic Systems, Intern. Research and Training Centre IT and Systems, Kyiv, Ukraine; Budnyk M., Dept. Sensors and Technologies for Non-contact Diagnostics, Glushkov Institute for Cybernetics, Kyiv, Ukraine; Najafian M., Dept. Medical Informatic Systems, Intern. Research and Training Centre IT and Systems, Kyiv, Ukraine; Martynenko S., Dept. Informatics, Faculty Electronics and IT, Sumy State University, Sumy, Ukraine; Dovbysh A., Dept. Informatics, Faculty Electronics and IT, Sumy State University, Sumy, Ukraine; Budnyk V., Dept. Sensors and Technologies for Non-contact Diagnostics, Glushkov Institute for Cybernetics, Kyiv, Ukraine; Kovalenko O., Dept. Medical Informatic Systems, Intern. Research and Training Centre IT and Systems, Kyiv, Ukraine","","978-966553875-2","",""
"Karpenko O.; Bashkirov G.; Makovets O.; Murasta V.","Karpenko, O. (56086421000); Bashkirov, G. (56358461000); Makovets, O. (56358907900); Murasta, V. (56358898000)","56086421000; 56358461000; 56358907900; 56358898000","Paths of pattern recognition methods application at well logging","2010","10.3997/2214-4609.201402812","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907065358&doi=10.3997%2f2214-4609.201402812&partnerID=40&md5=93a9413076a11fd9e427a10af060cabd","Taras Shevchenko National University of Kyiv, Ukraine; SE Naukanaftogaz, NJSC Naftogaz of Ukraine, Ukraine","Karpenko O., Taras Shevchenko National University of Kyiv, Ukraine; Bashkirov G., SE Naukanaftogaz, NJSC Naftogaz of Ukraine, Ukraine; Makovets O., Taras Shevchenko National University of Kyiv, Ukraine; Murasta V., Taras Shevchenko National University of Kyiv, Ukraine","","","",""
"Kravets A.P.; Mousseau T.A.; Litvinchuk A.V.; Ostermiller S.; Vengzhen G.S.; Grodzinskiy D.M.","Kravets, A.P. (35176047600); Mousseau, T.A. (7004473969); Litvinchuk, A.V. (36881911700); Ostermiller, Sh. (23467530000); Vengzhen, G.S. (6506319991); Grodzinskiy, D.M. (6603518893)","35176047600; 7004473969; 36881911700; 23467530000; 6506319991; 6603518893","Wheat plant DNA methylation pattern changes at chronic seed γ irradiation","2010","10.3103/S0095452710050038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149450036&doi=10.3103%2fS0095452710050038&partnerID=40&md5=6938eacb9cc7c752c4b59341b73acda6","Institute of Cell Biology and Gene Engineering, Ukrainian National Academy of Sciences, Kiev, Ukraine; University of South Carolina, Columbia, United States","Kravets A.P., Institute of Cell Biology and Gene Engineering, Ukrainian National Academy of Sciences, Kiev, Ukraine; Mousseau T.A., University of South Carolina, Columbia, United States; Litvinchuk A.V., University of South Carolina, Columbia, United States; Ostermiller S., University of South Carolina, Columbia, United States; Vengzhen G.S., Institute of Cell Biology and Gene Engineering, Ukrainian National Academy of Sciences, Kiev, Ukraine; Grodzinskiy D.M., Institute of Cell Biology and Gene Engineering, Ukrainian National Academy of Sciences, Kiev, Ukraine","00954527","","",""
"Timchenko L.I.; Melnikov V.V.; Kokryatskaya N.I.; Kutaev Y.F.; Ivasyuk I.D.","Timchenko, L.I. (7006204952); Melnikov, V.V. (36925606800); Kokryatskaya, N.I. (6506291738); Kutaev, Y.F. (6603592874); Ivasyuk, I.D. (36925116300)","7006204952; 36925606800; 6506291738; 6603592874; 36925116300","A method of organization of a parallel-hierarchical network for image recognition","2011","10.1007/s10559-011-9297-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952630283&doi=10.1007%2fs10559-011-9297-3&partnerID=40&md5=6fa42e10bd4d58e5025b50728ecc3d6b","State Economic-Technological Transport University, Kyiv, Ukraine; Vinnytsya National Technical University, Vinnytsya, Ukraine; SPA ASTROPHYSICS, Moscow, Russian Federation; Board of Education of the Vinnytsya Regional State Administration, Vinnytsya, Ukraine","Timchenko L.I., State Economic-Technological Transport University, Kyiv, Ukraine; Melnikov V.V., State Economic-Technological Transport University, Kyiv, Ukraine; Kokryatskaya N.I., Vinnytsya National Technical University, Vinnytsya, Ukraine; Kutaev Y.F., SPA ASTROPHYSICS, Moscow, Russian Federation; Ivasyuk I.D., Board of Education of the Vinnytsya Regional State Administration, Vinnytsya, Ukraine","15738337","","",""
"Kravets A.P.; Mousseau T.A.; Litvinchuk A.V.; Ostermiller Sh.","Kravets, A.P. (35176047600); Mousseau, T.A. (7004473969); Litvinchuk, A.V. (36881911700); Ostermiller, Sh. (23467530000)","35176047600; 7004473969; 36881911700; 23467530000","Association of P-mobile element activity and DNA methylation pattern changes in conditions of Drosophila Melanogaster prolonged irradiation","2010","10.3103/S0095452710040055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149353729&doi=10.3103%2fS0095452710040055&partnerID=40&md5=2f64b181908dca0f08a77ff757deb649","Institute of Cell Biology and Gene Engineering, Ukrainian National Academy of Sciences, Kiev, Ukraine; South Carolina University, Columbia, United States","Kravets A.P., Institute of Cell Biology and Gene Engineering, Ukrainian National Academy of Sciences, Kiev, Ukraine; Mousseau T.A., South Carolina University, Columbia, United States; Litvinchuk A.V., South Carolina University, Columbia, United States; Ostermiller Sh., South Carolina University, Columbia, United States","00954527","","",""
"Vladimir H.; Svetlana C.; Eugenia L.","Vladimir, Hahanov (7801667873); Svetlana, Chumachenko (57188710840); Eugenia, Litvinova (25650378900)","7801667873; 57188710840; 25650378900","Logical analysis of information in tabular form","2010","10.1109/SIBIRCON.2010.5555313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957260812&doi=10.1109%2fSIBIRCON.2010.5555313&partnerID=40&md5=cfbdea4750ed48d984da7edddb9a46b9","Computer Engineering Faculty, Kharkov National University of Radioelectronics, Kharkov 61166, Lenin Ave. 14, Ukraine","Vladimir H., Computer Engineering Faculty, Kharkov National University of Radioelectronics, Kharkov 61166, Lenin Ave. 14, Ukraine; Svetlana C., Computer Engineering Faculty, Kharkov National University of Radioelectronics, Kharkov 61166, Lenin Ave. 14, Ukraine; Eugenia L., Computer Engineering Faculty, Kharkov National University of Radioelectronics, Kharkov 61166, Lenin Ave. 14, Ukraine","","978-142447626-8","",""
"Stekh Y.; Sardieh F.M.E.; Lobur M.","Stekh, Yuri (24480056300); Sardieh, Fajsal M.E. (24830594000); Lobur, Mykhaylo (36882890000)","24480056300; 24830594000; 36882890000","System for a cluster analysis","2010","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952596492&partnerID=40&md5=d67b0c9473f1e860897024d7e512797f","CAD/CAM Department, Lviv Polytechnic National University, Lviv, 79013, 12, S. Bandera Str., Ukraine","Stekh Y., CAD/CAM Department, Lviv Polytechnic National University, Lviv, 79013, 12, S. Bandera Str., Ukraine; Sardieh F.M.E., CAD/CAM Department, Lviv Polytechnic National University, Lviv, 79013, 12, S. Bandera Str., Ukraine; Lobur M., CAD/CAM Department, Lviv Polytechnic National University, Lviv, 79013, 12, S. Bandera Str., Ukraine","","978-966553875-2","",""
"Shabatura O.","Shabatura, O. (36635167700)","36635167700","The using of algorithm of pattern recognition for petrogenetical systematization and classification of rocks","2011","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907419491&partnerID=40&md5=30ea2e2a50ce1dbb4cb9577ffb5c3d03","Taras Shevchenko National University of Kyiv, Ukraine","Shabatura O., Taras Shevchenko National University of Kyiv, Ukraine","","","",""
"Berezhnaya N.M.","Berezhnaya, N.M. (7004401669)","7004401669","Interaction between tumor and immune system: The role of tumor cell biology","2010","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957748575&partnerID=40&md5=30e39b79f4885037234fc00c43d96d17","R.E. Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology, National Academy of Sciences of Ukraine, Kiev 03022, Vasylkivska, 45, Ukraine","Berezhnaya N.M., R.E. Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology, National Academy of Sciences of Ukraine, Kiev 03022, Vasylkivska, 45, Ukraine","18129269","","EKSOD",""
"Makarenko A.; Krushinski D.; Musienko A.; Goldengorin B.","Makarenko, Alexander (7006335725); Krushinski, Dmitriy (36625578900); Musienko, Anton (36656167700); Goldengorin, Boris (6506538311)","7006335725; 36625578900; 36656167700; 6506538311","Towards cellular automata football models with mentality accounting","2010","10.1007/978-3-642-15979-4_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349293715&doi=10.1007%2f978-3-642-15979-4_16&partnerID=40&md5=eaef2db7a9b4194a14eb8d136e01e1e3","Institute for Applied System Analysis, NTUU (KPI), Kiev, 03056, 37 Pobedy Avenue, Ukraine; University of Groningen, Faculty of Economics, 9700AV, Groningen, P.O. Box 800, Netherlands","Makarenko A., Institute for Applied System Analysis, NTUU (KPI), Kiev, 03056, 37 Pobedy Avenue, Ukraine; Krushinski D., University of Groningen, Faculty of Economics, 9700AV, Groningen, P.O. Box 800, Netherlands; Musienko A., Institute for Applied System Analysis, NTUU (KPI), Kiev, 03056, 37 Pobedy Avenue, Ukraine; Goldengorin B., University of Groningen, Faculty of Economics, 9700AV, Groningen, P.O. Box 800, Netherlands","16113349","3642159788; 978-364215978-7","",""
"Boichenko C.","Boichenko, Cyril (57224353221)","57224353221","Expanded gradient approach in vehicle detection and recognition systems","2010","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952666775&partnerID=40&md5=a1487088804763f11a577aac1cb46413","Zaporizhzhya National University, Zaporizhzhya, 69063, Zhukovskiy str., 66, Ukraine","Boichenko C., Zaporizhzhya National University, Zaporizhzhya, 69063, Zhukovskiy str., 66, Ukraine","","978-966553875-2","",""
"Rozanov V.A.; Mid'ko A.A.","Rozanov, Vsevolod A. (35977467700); Mid'ko, Andrey A. (24462501300)","35977467700; 24462501300","Personality patterns of suicide attempters: Gender differences in Ukraine","2011","10.5209/rev_SJOP.2011.v14.n2.17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81155145938&doi=10.5209%2frev_SJOP.2011.v14.n2.17&partnerID=40&md5=85dd5de6dd44287eedfbc2636aea77fd","Mcchnikov Odessa National University, 65026 - Odessa, Dvoryanskaya str, 2, Ukraine","Rozanov V.A., Mcchnikov Odessa National University, 65026 - Odessa, Dvoryanskaya str, 2, Ukraine; Mid'ko A.A., Mcchnikov Odessa National University, 65026 - Odessa, Dvoryanskaya str, 2, Ukraine","11387416","","",""
"Stepanyuk S.","Stepanyuk, Sergiy (36195965200)","36195965200","Neural network information technologies of pattern recognition","2010","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955130100&partnerID=40&md5=a8389ed8eef74b47b342d361dd2640d5","Department of Applied Mathematics, Volyn National University Named after Lesia Ukrainka, Lutsk, Ukraine","Stepanyuk S., Department of Applied Mathematics, Volyn National University Named after Lesia Ukrainka, Lutsk, Ukraine","","978-966219110-3","",""
"Chertov O.; Malchykov V.; Pavlov D.","Chertov, Oleg (57206489823); Malchykov, Volodymyr (36634807500); Pavlov, Dmytro (55414962100)","57206489823; 36634807500; 55414962100","Non-dyadic wavelets for detection of some click-fraud attacks","2010","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649258485&partnerID=40&md5=63cb92ac32bd14bf6fd820a39e29a50a","Applied Mathematics Department, National Technical University of Ukraine, Kyiv Polytechnic Institute, 03056 Kyiv, 37 Peremohy Prospekt, Ukraine","Chertov O., Applied Mathematics Department, National Technical University of Ukraine, Kyiv Polytechnic Institute, 03056 Kyiv, 37 Peremohy Prospekt, Ukraine; Malchykov V., Applied Mathematics Department, National Technical University of Ukraine, Kyiv Polytechnic Institute, 03056 Kyiv, 37 Peremohy Prospekt, Ukraine; Pavlov D., Applied Mathematics Department, National Technical University of Ukraine, Kyiv Polytechnic Institute, 03056 Kyiv, 37 Peremohy Prospekt, Ukraine","","978-839047434-2","",""
"Huot E.; Herlin I.; Mercier N.; Plotnikov E.","Huot, E. (6603077541); Herlin, I. (55999400600); Mercier, N. (36647687400); Plotnikov, E. (57190382092)","6603077541; 55999400600; 36647687400; 57190382092","Estimating apparent motion on satellite acquisitions with a physical dynamic model","2010","10.1109/ICPR.2010.19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149481782&doi=10.1109%2fICPR.2010.19&partnerID=40&md5=6790226c2be7f6cb389d62684062f8d6","INRIA, Institut National de Recherche en Informatique et Automatique, France; CEREA, Joint Lab. École Nationale des Ponts ParisTech - EDF R and D, Université Paris-Est; Université Versailles St-Quentin, France; Marine Hydrophysical Institute, National Academy of Sciences, Sevastopol, Ukraine","Huot E., INRIA, Institut National de Recherche en Informatique et Automatique, France, CEREA, Joint Lab. École Nationale des Ponts ParisTech - EDF R and D, Université Paris-Est, Université Versailles St-Quentin, France; Herlin I., INRIA, Institut National de Recherche en Informatique et Automatique, France, CEREA, Joint Lab. École Nationale des Ponts ParisTech - EDF R and D, Université Paris-Est; Mercier N., INRIA, Institut National de Recherche en Informatique et Automatique, France, CEREA, Joint Lab. École Nationale des Ponts ParisTech - EDF R and D, Université Paris-Est; Plotnikov E., Marine Hydrophysical Institute, National Academy of Sciences, Sevastopol, Ukraine","10514651","978-076954109-9","PICRE","All Open Access; Green Open Access"
"Hahanov V.; Guz O.; Umerah N.C.; Olhovoy V.","Hahanov, Vladimir (7801667873); Guz, Olesya (23990790000); Umerah, Ngene Christopher (27868133900); Olhovoy, Vitaliy (37122608000)","7801667873; 23990790000; 27868133900; 37122608000","Process models for analyzing associative data structures","2010","10.1109/EWDTS.2010.5742151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955948855&doi=10.1109%2fEWDTS.2010.5742151&partnerID=40&md5=5cfe3ebe6e0e5df6cc518201d5ddf0bc","Computer Engineering Faculty, Kharkov National University of Radioelectronics, Kharkov, Ukraine; Road Transport Faculty, Donetsk Institute of Road Transport, Donetsk, Ukraine","Hahanov V., Computer Engineering Faculty, Kharkov National University of Radioelectronics, Kharkov, Ukraine; Guz O., Road Transport Faculty, Donetsk Institute of Road Transport, Donetsk, Ukraine; Umerah N.C., Computer Engineering Faculty, Kharkov National University of Radioelectronics, Kharkov, Ukraine; Olhovoy V., Computer Engineering Faculty, Kharkov National University of Radioelectronics, Kharkov, Ukraine","","978-142449556-6","",""
