index;name;#publications;#publishers;publishers;density
3205;Samsung R&D Institute Ukraine;4;9;"57218098270; 58099168400; 57265967900; 58341051300; 57266309700; 58099320400; 58099399300; 57201682654; 58099126000";0,444444444
3225;International European University;4;4;"57216910771; 57215933482; 57192991561; 57218582061";1
3233;National University Zaporizhzhia Polytechnic;4;15;"55120940800; 57212303555; 57189234061; 57210667343; 24479741800; 57207759425; 55327899800; 57991708800; 57211625706; 57456851000; 56007319800; 57991607200; 57289727000; 57204944619; 57200940453";0,266666667
3390;State Institution “Institute of Technical Problems of Magnetism of the National Academy of Sciences of Ukraine”;4;1;7102807762;4
3404;Dnipro State Medical University;4;11;"58287336600; 58690814900; 57382239600; 57428101000; 58286962500; 57193059862; 57204582237; 58690265100; 57189364237; 57204510307; 58286062500";0,363636364
3438;Shupyk National University of Healthcare of Ukraine;4;9;"57298503000; 58672180500; 57297490200; 57555662600; 57491075400; 57435637300; 35865993800; 57205710661; 58672012900";0,444444444
3541;false Institute of Cybernetics of the NAS of Ukraine;4;4;"57482147800; 58203607500; 58681289300; 57197473990";1
3833;Polissia National University;4;7;"57224997492; 57869752100; 57909658000; 57192958984; 57211199756; 57216158065; 55819787500";0,571428571
3892;Poltava State Medical University;4;5;"16245511700; 58242444300; 6603855774; 58242444400; 57218346303";0,8
3937;Institute of Problems of Artificial Intelligence;4;3;"57221867526; 57188766815; 57191078619";1,333333333
3972;Western Center of Radiotechnical Surveillance;4;1;56866310000;4
4021;false National Environmental University;4;5;"57196450338; 58570943900; 57205225539; 57219890504; 57210807861";0,8
4138;Department of Management and Administration;4;4;"57223370719; 58799272300; 57212031492; 58768038200";1
4167;The Department of Pediatrics 1 and Medical Genetics;4;4;"57215488260; 57841380300; 57204482679; 58173206500";1
4170;State Research Institute of Armament and Military Equipment Testing and Certification;4;2;"57705153300; 57214130791";2
4220;"National Aerospace University ""false Aviation Institute""";4;6;"57163964800; 58194260300; 57211621104; 57202239038; 57214220648; 57204953347";0,666666667
4277;Department of Computerized Control Systems;4;5;"58244269900; 57217199033; 55635398800; 57499451000; 58173745100";0,8
4278;Scientific-Research Laboratory of Automation of Scientific Researches;4;2;"56783874800; 57209022184";2
4288;Scientific Department of Management Problems in the Field of Civil Protection;4;1;56896006900;4
4375;Hubei University of Technology;4;1;24477221900;4
4459;Institute of Higher Education of the National Academy of Educational Sciences of Ukraine;4;7;"57884863300; 58352680500; 58353331800; 56244928700; 58046189500; 58046183200; 57216441628";0,571428571
4664;Khmelnytskyi Humanitarian-Pedagogical Academy;4;1;58046113100;4
4760;Department of Political Sciences;4;1;55428957200;4
4;Institute for Radiophysics and Electronics;3;8;"16402414700; 57217211402; 6602927740; 8233537300; 7005420146; 35577492600; 35616087900; 6701498194";0,375
23;O. Ya. Usikov Institute for Radiophysics and Electronics;3;6;"8641218700; 24174925300; 16402414700; 8410056200; 24175308600; 57217210048";0,5
36;Department of Photonics;3;8;"57204939032; 56340676500; 6602453913; 8843487100; 57190848669; 57193622577; 35606114900; 8644962500";0,375
45;Physico-Mechanical Institute;3;2;"55225598300; 6507619885";1,5
63;Vernadskii Tavricheskii National University;3;10;"7102811414; 6507273081; 14056388900; 22953756400; 6603634598; 57195441202; 7003509766; 35317834100; 35738519300; 57304417400";0,3
66;Space Research Institute NASU-NSAU;3;5;"36179425400; 6507365226; 57202323039; 6602485938; 7003686123";0,6
96;Scientific Research Institute Crimean Astrophysical Observatory;3;6;"55608343000; 9277344800; 35301600900; 6701869965; 7005645454; 55936419600";0,5
99;R.E. Kavetsky Institute of Experimental Pathology;3;7;"7801656332; 7004401669; 58654194900; 57739995700; 7003728286; 7003790951; 57192711807";0,428571429
159;State Economic-Technological Transport University;3;3;"7006204952; 57861033200; 36925606800";1
160;Vinnytsya National Technical University;3;2;"58577233700; 6506291738";1,5
165;Taras Shevchenko National University of Kiev;3;5;"57200704795; 10042050700; 57203461138; 36646762300; 57201772477";0,6
167;G.V.Kurdyumov Institute for Metal Physics;3;4;"6701855242; 12647200000; 37071964100; 56352290600";0,75
182;Department of Receivers;3;3;"56925032900; 7005979784; 7102438809";1
200;A. Usikov Institute of Radio Physics and Electronics;3;5;"6602927740; 6602782210; 24468827000; 55943368800; 16052882900";0,6
206;Physics Department;3;4;"16403576800; 7003625482; 56110277600; 14019747400";0,75
207;O.O. Chuiko Institute of Surface Chemistry;3;9;"8686879400; 7003868405; 55999848500; 56000319200; 6503870701; 6701797242; 7006138489; 24074166300; 6507399900";0,333333333
208;Institute of Semiconductor Physics;3;7;"6603934113; 14019988900; 35493343400; 36562638700; 36748236200; 7006539521; 6603310370";0,428571429
217;N.G. Kholodny Institute of Botany;3;2;"23147271500; 6506932008";1,5
229;L. V. Pisarzhevskii Institute of Physical Chemistry;3;5;"6507209302; 6508170272; 36544755200; 6602513303; 7003592801";0,6
239;International Research and Training Center of Information Technologies and Systems;3;4;"7202496602; 47562119600; 25823057300; 47561620200";0,75
241;State Economy and Technology University of Transport;3;5;"7006204952; 36925606800; 6506291738; 55913209600; 57190444779";0,6
245;ISN Department;3;3;"57194415126; 55312617400; 56446930100";1
248;UkrNIMI;3;6;"56095838200; 11839514600; 14819112600; 6603130341; 11839743000; 14060490500";0,5
257;Karpenko Physico-Mechanical Institute of the National Academy of Sciences of Ukraine;3;5;"6603186025; 7003342679; 36069376300; 9041607400; 57211858915";0,6
258;Faculty of Mechanics and Mathematics;3;3;"12794895500; 25025664800; 6602464229";1
265;Usikov Institute of Radiophysics and Electronics;3;4;"15071715200; 8410056200; 8243361500; 9250016300";0,75
278;Institute of Genetic and Regenerative Medicine;3;8;"52563989200; 52564341100; 7004956267; 57193320339; 52563422300; 57213133821; 6603275837; 57298764300";0,375
290;Institute of Computer Systems;3;3;"54401618900; 54401442600; 57191864345";1
302;Taurida National V. I. Vernadsky University;3;6;"57204137968; 6701808363; 55975628800; 8242886000; 6603699675; 54890699500";0,5
307;Kharkov National University;3;4;"9336098500; 57201193415; 6602955242; 6701511921";0,75
315;S.P. Timoshenko Institute of Mechanics;3;4;"7004394990; 56218793600; 7005240995; 35608606300";0,75
336;Department of General Physiology of Nervous System;3;2;"7006715096; 6507761304";1,5
374;false Polytechnik National University;3;5;"26867619200; 57204560375; 27867946500; 27867964800; 7005628537";0,6
409;Pulyui Ternopil National Technical University;3;2;"26537632000; 25638742300";1,5
418;National University false Polytechnics;3;5;"41262690700; 24484154400; 55428737300; 56658444300; 6603210615";0,6
443;false National University;3;6;"55537479700; 56366972700; 6603217324; 57201604404; 57216434058; 7003374031";0,5
445;Chemical Department;3;8;"25032202900; 6505843326; 7003591672; 57210785960; 34571720500; 6603024644; 6603757412; 55328979200";0,375
450;Ukrainian Hydrometeorological Centre;3;4;"55837721400; 55838404000; 55795587200; 55837074900";0,75
454;Kiev Polytechnic Institute;3;7;"56191261700; 57216925679; 7005136131; 55790018100; 56190837400; 6506101039; 6701550562";0,428571429
516;Ukrainian Engineering and Pedagogical Academy;3;5;"56416237400; 55327437400; 55210918900; 15071821900; 55791105200";0,6
518;Institute of Mathematical Machines and Systems Problems;3;7;"57211429771; 55943233300; 57211430345; 57211428504; 57219712293; 57211431726; 57219708898";0,428571429
530;Publishing Information Technology Department;3;8;"55817045200; 57209338834; 26868037300; 58777189100; 27867946500; 58593282300; 57212531982; 57211627477";0,375
553;Dnepropetrovsk National University;3;1;57017710300;3
566;Institute of Technical Mechanics;3;3;"55846469100; 57170749900; 57574125700";1
593;L. V. Pisarzhevsky Institute of Physical Chemistry;3;4;"7202877631; 35771741000; 12769132600; 7003592801";0,75
605;Laboratory for Nonlinear Dynamics of Electronic Systems (LNDES);3;5;"24174925300; 16402414700; 35275247900; 35616087900; 52663657700";0,6
623;Institute of Macromolecular Chemistry;3;2;"7003456808; 6602752515";1,5
637;Zaporozhye National University;3;5;"13104107100; 56006644900; 8863528300; 55946650300; 55557807500";0,6
639;Ternopil Ivan pul'Uj National Technical University;3;4;"6603302497; 26537632000; 25638742300; 56433335500";0,75
652;Department of Technical Cybernetics;3;8;"56638608600; 57202210289; 56148743200; 57219112323; 55635565800; 57193063409; 56029464700; 57216847717";0,375
678;Department of Pharmaceutical Disciplines;3;1;43460946400;3
704;A.Ya. Usikov Institute for Radiophysics and Electronics;3;5;"57212376612; 6507152152; 15837238200; 57220835219; 9269836800";0,6
719;Poltava University of Economics and Trade;3;4;"37121740500; 8721572000; 57190441784; 35338397100";0,75
738;Computational Mathematics and Mathematical Cybernetics Department;3;1;35228959300;3
760;Teleoptic PRA Ltd;3;1;55819694800;3
789;Lesya Ukrainka Eastern European National University;3;7;"57218345616; 57222901432; 57221874524; 57221874892; 57218347265; 57221864523; 56386045400";0,428571429
862;Medical Institute;3;2;"57211147344; 57222982001";1,5
878;false National University of Radio Engineering and Electronics;3;5;"57133089300; 56845919400; 56962726800; 56845066600; 6506997369";0,6
891;Astronomical Institute;3;3;"7003941622; 57216439603; 6508209235";1
914;O.Ya. Usikov Institute for Radiophysics and Electronics;3;5;"14024633300; 16402414700; 8410056200; 8410056400; 58126357500";0,6
948;Poltava National Technical Yuri Kondratyuk University;3;3;"57094953000; 57209682824; 57215916217";1
955;Design Automation Department;3;11;"56026894500; 56535479100; 54911897300; 57188576583; 25650378900; 24483070600; 55225983300; 8326375900; 15127546800; 7801667873; 57188710840";0,272727273
971;Department of Combat Use Automatic Control System;3;8;"56535420500; 57188573352; 57189329509; 57211236175; 57196009084; 27867503300; 57188761401; 57195539361";0,375
1027;Faculty of Medicine;3;5;"56958583400; 7004040205; 57444461400; 57444461300; 57298803200";0,6
1083;Odesa National Polytechnic University;3;6;"57191866431; 55226567100; 57191858904; 57191864345; 57191865957; 57189374844";0,5
1084;Odesa National Medical University;3;2;"58681428400; 57194525992";1,5
1089;Department of Intelligent Real Time Video Systems;3;1;6505900928;3
1096;International Scientific-Educational Center of Information Technologies and Systems;3;2;"6602751396; 57936413900";1,5
1104;false National Technical University of Agriculture;3;2;"6602672204; 18038571300";1,5
1124;Ukrainian Center of Environmental and Water Projects (UCEWP);3;6;"7004066045; 55943169700; 15753528900; 23988580700; 54892001000; 13409302200";0,5
1143;Usikov Institute for Radiophysics and Electronics;3;12;"8280079300; 57216807701; 7102723516; 7005685453; 8410056200; 14024633300; 57095786500; 55943368800; 8410056400; 24468827000; 9269836800; 57209176466";0,25
1151;Department of Managing Information Security;3;7;"57680586200; 57193444117; 57192677216; 57194039726; 57193442136; 57193831532; 57194046080";0,428571429
1178;Department of Cybernetics and Applied Mathematics;3;2;"56667542100; 57194142185";1,5
1203;Vinnytsia Social Economy Institute;3;1;6701714823;3
1247;Shupik National Medical Academy of Postgraduate Education;3;2;"56329249500; 6701443750";1,5
1266;Vinnytsia National Agricultural University;3;2;"57243975500; 57195675241";1,5
1268;Institute of Electrodynamics;3;6;"57996019500; 57222477250; 55328339300; 57216163839; 55328389800; 56418645900";0,5
1277;Institute of Geography;3;9;"57196085354; 36714071800; 57208597853; 57196085779; 57196089653; 57190167026; 57196094535; 7005033242; 57245050700";0,333333333
1309;Department of Biophysics;3;3;"57193443530; 57105812400; 57193440603";1
1313;System Design Department;3;7;"57192815161; 56225214600; 57215294343; 58759075600; 6504722716; 24830332300; 35317759200";0,428571429
1314;Dep. of Non-Destructive Testing Devices and Systems;3;3;"57200142610; 15136741900; 56181295000";1
1321;Maritime Institute of Postgraduate Education;3;1;57200138613;3
1336;Department of Television and Sound Broadcasting;3;6;"57200142045; 57216680954; 57192199570; 57207773029; 57189324518; 57200269417";0,5
1345;Software Engineering Dept.;3;4;"57204941028; 55386924000; 57204943115; 57103586600";0,75
1395;Informatics Department;3;8;"57196220518; 56845919400; 23099879900; 57211556518; 36183980100; 58698155300; 6506997369; 57202751577";0,375
1396;Department of Underground Mining;3;7;"55217708500; 55522250000; 57219915094; 55218181100; 55891727500; 55999328200; 25636868900";0,428571429
1411;Department of Ecology and Biomonitoring;3;1;55851027500;3
1419;Combat Use of ASC Department;3;5;"57188573352; 27867503300; 57188760033; 55976187900; 56535420500";0,6
1420;Department of Information and Network Engineering;3;5;"57170510300; 57346638700; 57226387325; 57682687400; 57189324397";0,6
1421;Ministry of Education and Science of Ukraine;3;1;27867964800;3
1445;Department of Telecommunication;3;8;"57210420799; 57217114344; 55225979800; 57035614300; 58654253700; 57189328709; 37562161300; 7801543164";0,375
1478;Department of Hydrogeology and Engineering Geology;3;4;"55217778700; 57196466250; 57196474951; 55218323000";0,75
1484;Center for Higher Education Policy Studies;3;1;55683148300;3
1485;Department of Accounting and Audit;3;3;"57209503112; 56205106000; 57210212369";1
1497;Lviv State University of Internal Affairs;3;3;"58346224300; 58068384900; 57207569268";1
1501;Ivan Kozhedub National Air Force University;3;6;"57211470277; 57356113700; 57203143483; 57203147567; 57203144146; 58266110100";0,5
1512;Institute of Ionosphere;3;9;"36092533000; 57220084846; 6507864261; 6507021182; 55584177300; 57903171700; 24391277900; 56688609100; 6603410837";0,333333333
1519;National Technical University “KhPI”;3;10;"57203517746; 57845103200; 57003477900; 57210554975; 57190372355; 57203515764; 57222569081; 7005418534; 57063459800; 58759267900";0,3
1520;Karpenko Physico-Mechanical Institute of the NAS;3;3;"56983080500; 57191865902; 24479899900";1
1521;Physical Geography and Cartography Department;3;2;"57203532207; 57203525207";1,5
1542;Dnipro State Agrarian and Economic University;3;5;"57813026900; 57787424900; 57786225800; 6603840506; 57203926000";0,6
1544;false Petro Vasilenko National Technical University of Agriculture;3;3;"57190423746; 57200141599; 55890931200";1
1589;Laboratory of Astrometry Institute of Astronomy;3;2;"56866386100; 26021682900";1,5
1592;NAS of Ukraine;3;10;"55101211700; 6701701199; 17135506300; 12241370100; 35614941000; 57204558463; 57193364486; 57222154924; 57218240455; 24479899900";0,3
1598;Cybernetics and Applied Mathematics Department;3;2;"56667542100; 57189383901";1,5
1605;Department of Project Management;3;4;"57194787567; 57191859439; 57204557554; 57204558265";0,75
1613;Faculty of Postgraduate Education;3;1;57204565623;3
1637;Central Scientific and Research Institute of the Armed Forces of Ukraine;3;3;"57205262925; 57193725056; 57220044284";1
1665;Department of Astronomy and Space Informatics;3;2;"57204910281; 57204946885";1,5
1688;Department of Medical Informatics;3;2;"57205200093; 57202987503";1,5
1698;Department of Cyber Security;3;4;"57226717849; 57189380553; 37123189000; 58161583900";0,75
1710;Institute of International Relations;3;3;"58316083100; 57285397700; 57209513141";1
1712;Department of Economics and Entrepreneurship;3;3;"57196223197; 57205494213; 57189049845";1
1730;Department of Engineering Mechanics;3;3;"57193993937; 6508032469; 57209102654";1
1762;Department of the Rolling Stock and Track;3;2;"57203621754; 57192678464";1,5
1798;Ukranian State University of Railway Transport;3;10;"57190444591; 58025236500; 57191477655; 57221951904; 57193443393; 58026814300; 57219283089; 57208102161; 57190165613; 57208109791";0,3
1800;Department of Electrophysical Methods of Non-Destructive Testing;3;2;"6506741420; 57208147944";1,5
1819;Institute of Geography of the National Academy of Sciences of Ukraine;3;6;"36714071800; 57210554469; 57212023199; 57208593036; 57211435862; 7005033242";0,5
1826;Dept. of Software Tools;3;8;"55120940800; 57208671932; 57221812771; 57207759425; 7006531104; 36619192700; 57207762109; 57200940453";0,375
1846;Department of Theoretical and Applied Informatics;3;2;"57208880347; 57202229519";1,5
1848;Ivan Franko National University;3;6;"58515299400; 57208905270; 58513944900; 57208900184; 57208900511; 55225672300";0,5
1863;Department of Cybersecurity;3;6;"57189325315; 57189380553; 58105058600; 57193443499; 58105235400; 57209263456";0,5
1870;Military Institute of Taras Shevchenko National University of Kyiv;3;6;"57195520374; 57224194786; 57090950400; 57209418628; 57219026243; 58061035100";0,5
1892;Flight Academy of National Aviation University;3;1;57202192920;3
1904;Institute of Geotechnical Mechanics Named by N. Poljakov of National Academy of Sciences of Ukraine.;3;5;"57209979278; 7005689320; 56447926500; 57209972872; 57209980986";0,6
1905;National Technical University Dnipro Polytechnic;3;3;"57209973970; 57193134668; 55553284900";1
1922;false National University of RadioElectronics;3;4;"56712496800; 57204559813; 56845919400; 57190123378";0,75
1923;Boris Grinchenko false University;3;2;"57201058070; 56436661900";1,5
1924;Department of Biomedical Cybernetics;3;7;"57190490764; 57197879839; 57195521119; 6701430548; 57286682900; 54398937000; 57212528006";0,428571429
1932;State Ecology Academy of Postgraduate Education and Management;3;2;"57210743587; 57210122952";1,5
1934;V.O. Sukhomlynsky Mykolaiv National University;3;3;"57188682230; 7004076520; 57188687900";1
1935;National University of Radio Electronics;3;6;"57191573314; 57215374156; 8369745000; 57224189646; 57217115734; 6506997369";0,5
1937;Department of Informatics and Computing Technology;3;8;"57193063379; 57189099973; 57204941407; 57208670254; 33768140200; 57210284497; 57210284358; 57200175137";0,375
1964;Donetsk Institute for Physics and Engineering named after A.A. Galkin;3;1;6603568653;3
1966;Department of Otorhinolaryngology;3;2;"57105541700; 57210340888";1,5
1967;Department of Metrology and Technical Expertise;3;1;25929592700;3
1990;Odessa National Economic University;3;4;"57210599035; 57219776521; 57210600423; 24450991100";0,75
2010;Classic Private University;3;5;"57210337232; 57215412569; 57222623495; 57211523137; 57210344422";0,6
2015;Department of Tourism;3;3;"58242077900; 57210601843; 58759111200";1
2038;Department of Cyber Security and Information Protection;3;2;"57188763373; 57201772477";1,5
2040;Research Laboratory;3;3;"57226505444; 57210896084; 57783795000";1
2053;Kryvyi Rih Metallurgical Institute;3;3;"57204971507; 57220106666; 57211134620";1
2055;Alfred Nobel University;3;2;"57204968168; 57216993246";1,5
2071;Department of Computer Engineering and Programming;3;6;"58759048900; 55225664000; 57196006131; 57211264455; 56448583600; 57189042150";0,5
2106;Department of Physical Chemistry;3;2;"7005107580; 55808771000";1,5
2113;Institute of Electrophysics and Radiation Technologies;3;10;"58236593400; 57191318240; 35095903400; 55984789500; 6602120370; 55984300900; 56610103800; 36633187000; 37117578000; 35096682700";0,3
2119;Control systems research laboratory;3;4;"13105377000; 57211128569; 56940612600; 6506130334";0,75
2120;Stepan Gzhytskyi National University of Veterinary Medicine and Biotechnologies;3;2;"57211621118; 6503846106";1,5
2189;Petro Mohila Black Sea National University;3;3;"57198354193; 57198357517; 57198358626";1
2198;O. S. Popov Odessa National Academy of Telecommunications;3;3;"57192199570; 57189324518; 57216680954";1
2240;GP «UkrNIPII promtekhnologii»;3;1;8915855500;3
2257;Shupyk National Medical Academy of Postgraduate Education;3;5;"6602719568; 7006410898; 57217115174; 57218563287; 57215344489";0,6
2259;National University of Physical Education and Sport of Ukraine;3;4;"57221817243; 56626526000; 58280528400; 58281217100";0,75
2286;V.I. Vernadsky Taurida National University;3;2;"57209265610; 57215524197";1,5
2321;Dmytro Motornyi Tavria State Agrotechnological University;3;6;"57217024123; 57194164371; 57214947003; 57211998158; 57215927216; 57219195438";0,5
2341;Department of Entrepreneurship and Business Administration;3;3;"57308849300; 57201157311; 57201151720";1
2345;The Machine Learning Lab;3;5;"57748960300; 57311421700; 57219332094; 57216248882; 57215548737";0,6
2361;O. M. Beketov National University of Urban Economy in false;3;10;"57216484245; 57204286328; 56328723800; 57211793853; 57216492453; 58020241400; 57192961558; 57490214400; 57192202030; 57216494222";0,3
2362;O.M. Beketov National University of Urban Economy in false;3;8;"57192819017; 57204286328; 58783831400; 58783680700; 58020241400; 57192202030; 57216494222; 57194556555";0,375
2377;Social Communication and Information Activity Department;3;3;"56328252300; 27868100200; 57208343279";1
2384;Department of Computer Science and Engineering;3;3;"57215544421; 57361512900; 57216628763";1
2386;Department of Philosophy;3;6;"57884694400; 57204479168; 57221965526; 57883943100; 57216654032; 57883698000";0,5
2393;Museum of Nature;3;2;"56104411300; 36017989300";1,5
2450;National Aerospace University 'false';3;9;"57214220648; 57203140226; 26028048100; 58309781700; 58194260300; 57211747520; 57202229519; 56925032900; 57202239038";0,333333333
2460;National Aerospace University - false;3;6;"57217115056; 55225531900; 56610260600; 58309781700; 7005979784; 7102438809";0,5
2493;Management and Marketing Center of IGS of NAS of Ukraine;3;4;"25636747300; 12788840400; 57201797326; 55942648300";0,75
2512;Chernivtsi Philosophical and Legal Lyceum;3;2;"57015285100; 57163746300";1,5
2525;Zaporizhzhia Polytechnic National University;3;6;"36165224300; 57218354987; 57225075603; 58531678800; 57215304868; 57415595500";0,5
2526;Department of Computer Science and Intellectual Property;3;8;"57218364172; 57193042812; 57208674408; 57190443921; 57224412390; 57433421100; 57202229410; 57433272800";0,375
2530;Solana Networks;3;1;57207684678;3
2551;Department of Theory and History of State and Law;3;3;"57220105716; 57216711920; 58553487500";1
2583;Telecommunication Systems Department;3;4;"55405562100; 36069977200; 57191267865; 15769871000";0,75
2585;Institute of Geotechnical Mechanics named by N. Poljakov of National Academy of Sciences of Ukraine;3;6;"50961576700; 57457664800; 57209971714; 55958302000; 56447926500; 58189417700";0,5
2595;Research Institute 'Mykolaiv Astronomical Observatory';3;10;"57219049579; 24465449500; 16486118800; 56698324300; 7003920823; 57190567403; 57219054091; 6504426054; 57219050488; 56698005500";0,3
2609;School of Computer Science;3;2;"57195404131; 24477221900";1,5
2662;false National Economic University;3;5;"57468383800; 57205494213; 57205482209; 57211392276; 57211255625";0,6
2679;National University Odessa Maritime Academy;3;1;57205501123;3
2714;Faculty of Physics;3;10;"55371683100; 8912938200; 6506515556; 6507247187; 57191342671; 35097867400; 54915236500; 57529289200; 57222870995; 55858529000";0,3
2730;Institute for Applied System Analysis Igor Sikorsky false Polytechnic Institute;3;2;"58067179700; 6602686355";1,5
2763;Senior Researcher;3;2;"57201777059; 57336613800";1,5
2765;Associate Professor;3;3;"57221734350; 57226453447; 57215221952";1
2772;Department of Automation and Computer-Integrated Technologies;3;5;"55890931200; 57221337880; 57223178784; 57221335135; 57221327763";0,6
2812;Head of Department;3;4;"57190440690; 19934020100; 57195354143; 7005837246";0,75
2813;National Defense University of Ukraine named after Ivan Cherniakhovskyi;3;6;"57885105600; 57242935900; 57221734028; 57242766700; 57207819849; 57221718554";0,5
2863;Department of Sumy State University;3;10;"57222132836; 57222123238; 57216952789; 57210589608; 57226384765; 57204558282; 57196299250; 57189099775; 57222122130; 57148522500";0,3
2936;National Academy of Legal Sciences of Ukraine;3;3;"57215499697; 57210135853; 57217737941";1
2958;Department of Public Health and Humanitarian Disciplines;3;2;"57200959769; 57780347500";1,5
3001;Department of Theory and Philosophy of Law;3;3;"57220107691; 57226115839; 57215646702";1
3043;Odesa I.I. Mechnikov National University;3;6;"57212536232; 58688520000; 57215365119; 57224686692; 58689392100; 58690043500";0,5
3073;Department of System Analysis and Control;3;3;"55844269100; 56962713800; 57219511187";1
3094;Odessa Polytechnic State University;3;7;"57876302100; 27868185600; 45761210500; 56825790400; 57457058400; 57189374844; 16202975800";0,428571429
3102;Prydniprovska State Academy of Civil Engineering and Architecture;3;3;"57188880474; 58189759800; 36069459900";1
3121;The National University of Water and Environmental Engineering;3;7;"57209532403; 57226353868; 57211517801; 57219099137; 36676090900; 58689398400; 57216900898";0,428571429
3141;National Academy of Security Service of Ukraine;3;4;"58768616500; 57226764408; 58711651800; 57884491800";0,75
3308;Luhansk State Medical University;3;2;"57208247541; 58769408700";1,5
3329;Artificial intelligence Department;3;4;"58204947500; 57210286606; 57191967462; 57374366000";0,75
3331;I.Horbachevsky Ternopil National Medical University;3;2;"57202738330; 57195404131";1,5
3348;The Bohdan Khmelnytsky National University of Cherkasy;3;3;"57428462500; 57210337198; 57209541581";1
3358;Laboratory of Biomedical Optics;3;1;7103366036;3
3382;State Institution «National Research Center for Radiation Medicine of the National Academy of Medical Sciences of Ukraine»;3;24;"14045276900; 56511763200; 55542061600; 57192836362; 55772081100; 6602894721; 57216522741; 54934062100; 57216532123; 57205181788; 57189361920; 56741516500; 57189359441; 56561253800; 42061684700; 57205178448; 57205179212; 57189364861; 57221410671; 57416916500; 57197900589; 57189372251; 56561067200; 57200089740";0,125
3443;false Scientific Research Institute of Forensic Expertise of the Ministry of Justice of Ukraine;3;2;"57647160700; 57435615400";1,5
3444;Korolyov Zhytomyr Military Institute;3;5;"15837853500; 57439049400; 57192962493; 57211300421; 57193520615";0,6
3445;Heroes of Kruty Military Institute of Telecommunications and Informatization;3;4;"57429191100; 57439895600; 57439911000; 57467911700";0,75
3473;Infineon Technologies;3;3;"8407184400; 51561792400; 58765782800";1
3504;Oleksandr Dovzhenko Hlukhiv National Pedagogical University;3;5;"57223104682; 57194707769; 57458741600; 57223102528; 57225896687";0,6
3521;information and Network Engineering Department;3;2;"57201779205; 27867503300";1,5
3525;Department of Foreign Languages;3;7;"57489879200; 57212566791; 57468518300; 58067276600; 58486407300; 58485984400; 57815615000";0,428571429
3556;Department of Law;3;2;"57222087786; 58295494400";1,5
3565;Department of Information Technology and Information Security;3;2;"57540384500; 57211905588";1,5
3580;National Technical University of Ukraine «Igor Sikorsky false Polytechnic Institute»;3;5;"57456870300; 6507365226; 6602445011; 57202424721; 57930341400";0,6
3581;Henan Institute of Science and Technology;3;3;"57218939172; 57783038700; 57217034499";1
3599;Institute of Geological Sciences;3;6;"57198517333; 58493198600; 12544628600; 56629152600; 6507447204; 56768232500";0,5
3716;Department of Computer Control Systems;3;1;57195679681;3
3729;Mathematical Modelling and Artificial Intelligence Department;3;6;"57369609300; 7006718461; 57222493079; 58194260300; 57202229519; 57202239038";0,5
3741;Main Astronomical Observatory of the Nas of Ukraine;3;11;"6508270864; 56543311000; 57311572400; 55372967400; 56638463700; 24074597100; 56462619000; 6602304826; 35586496700; 23485306700; 16644308700";0,272727273
3750;Podillia State University;3;5;"57776955300; 57218938181; 57209273649; 57202648004; 57218938557";0,6
3759;false National Linguistic University;3;7;"57219245760; 57201493699; 58733787300; 58734521200; 57781405800; 57781933200; 57193842796";0,428571429
3763;Vinnitsa National Medical University;3;1;57218137387;3
3843;Foreign Languages Department;3;3;"57207310739; 57326303000; 57873684900";1
3853;Department of Information Systems and Technology;3;1;57190488151;3
3858;Taras Shevcenko national university of false;3;3;"57716042500; 57209587504; 57318288500";1
3875;National University of Life and Environmental Science of Ukraine;3;6;"57680586200; 58504670300; 6603387761; 57191864364; 56667589100; 57217077944";0,5
3884;Department of Propedeutics of Internal Medicine;3;1;57197871548;3
3993;Department of Public Management and Administration;3;3;"57218621049; 57190245859; 57797291200";1
4007;false National University Of Construction And Architecture;3;11;"57994735800; 57204054867; 57994731600; 57222122288; 57191709301; 57211341629; 57204204504; 57994112300; 57202629018; 57205628964; 57994271400";0,272727273
4027;Institute of Theological Studies of Our Lady of Immaculate Conception;3;1;13105377000;3
4036;Educational and Research Institute for Applied System Analysis of the National Technical University of Ukraine “Igor Sikorsky false Polytechnic Institute”;3;6;"58067179700; 56225214600; 57886132500; 58532825400; 56294460900; 6602686355";0,5
4151;Department of Robotic Systems Research;3;1;57201773300;3
4169;Ohiienko University;3;4;"58100895800; 58101690400; 58101864700; 57226387325";0,75
4177;State Institution “Institute of Gastroenterology of the National Academy of Medical Sciences of Ukraine”;3;10;"57826420900; 6506127498; 58479701200; 58480341900; 57206899179; 56736913500; 56736904700; 12445364600; 57212142944; 58479700100";0,3
4208;Department of Artificial Intelligence Systems;3;5;"57491032600; 57191967462; 6504272188; 42962320400; 57711585900";0,6
4230;Department of Obstetrics;3;4;"6602554363; 58137315000; 12799184500; 58453012000";0,75
4265;General Energy Institute of NAS of Ukraine;3;3;"54387596000; 57215835371; 57192642007";1
4269;Chernihiv Polytechnic National University;3;5;"57204332476; 56338219200; 12144153100; 58303127200; 57188719994";0,6
4279;Scientific-Research Department;3;2;"57220834257; 57225147960";1,5
4306;Institute of Geotechnical Mechanics Named by N. Poljakov;3;7;"6506488870; 56196089100; 57209979513; 57209971088; 57209970912; 56196129300; 57209584452";0,428571429
4317;Department of Computer Science and Software Engineering;3;4;"57196074907; 58553522800; 57223440203; 57191415579";0,75
4455;University of Macerata;3;2;"57195326635; 55428957200";1,5
