"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Nehrey M.; Koval T.; Rogoza N.; Galaieva L.","Nehrey, Maryna (56667589100); Koval, Tatiana (57222165646); Rogoza, Nataliy (57221948150); Galaieva, Liudmyla (57222167610)","56667589100; 57222165646; 57221948150; 57222167610","Application Possibilities of Data Science Tools in Agriculture: A Review","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152236927&doi=10.1007%2f978-3-031-24468-1_23&partnerID=40&md5=c0d1724485eea90e1764cd7c97b92a96","National University of Life and Environment Science of Ukraine, Kyiv, 03041, Ukraine","Nehrey M., National University of Life and Environment Science of Ukraine, Kyiv, 03041, Ukraine; Koval T., National University of Life and Environment Science of Ukraine, Kyiv, 03041, Ukraine; Rogoza N., National University of Life and Environment Science of Ukraine, Kyiv, 03041, Ukraine; Galaieva L., National University of Life and Environment Science of Ukraine, Kyiv, 03041, Ukraine","23674512","",""
"Motawea K.R.; Varney J.; Gamal M.; Abbas K.S.; Monib F.A.; Albuni M.K.; Battikh E.; Sawaf B.; Khairy L.T.; Bakkour A.; Muwaili A.H.H.; Abdelmajid F.A.A.; Ahmed E.M.S.; Muwaili D.H.H.; Ahmed S.M.A.; Swed S.","Motawea, Karam R. (57225137978); Varney, Joseph (57221051340); Gamal, Mohamed (57450575300); Abbas, Kirellos Said (57223185385); Monib, Fatma A. (57219123965); Albuni, Mhd Kutaiba (57226446084); Battikh, Elias (57748157300); Sawaf, Bisher (57195679503); Khairy, Lina Taha (57715959000); Bakkour, Agyad (57703553700); Muwaili, Ali Hadi Hussein (57798165200); Abdelmajid, Fatima Abubaker Abdalla (57797228000); Ahmed, Eman Mohammed Sharif (57797228100); Muwaili, Dhuha Hadi Hussein (57797700000); Ahmed, Safaa M. A. (56328880600); Swed, Sarya (57224469912)","57225137978; 57221051340; 57450575300; 57223185385; 57219123965; 57226446084; 57748157300; 57195679503; 57715959000; 57703553700; 57798165200; 57797228000; 57797228100; 57797700000; 56328880600; 57224469912","Meta-analysis of the relation between irritable bowel syndrome and antibodies against endogenous gonadotropin-releasing hormone and its receptor","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134076744&doi=10.1080%2f08998280.2022.2093588&partnerID=40&md5=5d87b0ba33a04631dab8fce4578e9f68","Faculty of Medicine, Alexandria University, Egypt; American University of the Caribbean School of Medicine, Sint Maarten, Netherlands; Faculty of Medicine, Tanta University, Egypt; Faculty of Medicine, Assiut University, Egypt; Department of Internal Medicine, Damascus University, Damascus, Syrian Arab Republic; Department of Internal Medicine, Syrian Private University, Damascus, Syrian Arab Republic; The National Ribat University, Al-Ribat, Sudan; Faculty of Medicine, Albaath University, Homs, Syrian Arab Republic; Ivano-Frankivsk National Medical University, Ukraine; University of Medical Sciences and Technology, Sudan; Nile Vally University, Atbra, Sudan; Faculty of Medicine, Shendi University, Sudan; Faculty of Medicine, Aleppo University, Aleppo, Syrian Arab Republic","Motawea K.R., Faculty of Medicine, Alexandria University, Egypt; Varney J., American University of the Caribbean School of Medicine, Sint Maarten, Netherlands; Gamal M., Faculty of Medicine, Tanta University, Egypt; Abbas K.S., Faculty of Medicine, Alexandria University, Egypt; Monib F.A., Faculty of Medicine, Assiut University, Egypt; Albuni M.K., Department of Internal Medicine, Damascus University, Damascus, Syrian Arab Republic; Battikh E., Department of Internal Medicine, Damascus University, Damascus, Syrian Arab Republic; Sawaf B., Department of Internal Medicine, Syrian Private University, Damascus, Syrian Arab Republic; Khairy L.T., The National Ribat University, Al-Ribat, Sudan; Bakkour A., Faculty of Medicine, Albaath University, Homs, Syrian Arab Republic; Muwaili A.H.H., Ivano-Frankivsk National Medical University, Ukraine; Abdelmajid F.A.A., University of Medical Sciences and Technology, Sudan; Ahmed E.M.S., Nile Vally University, Atbra, Sudan; Muwaili D.H.H., Ivano-Frankivsk National Medical University, Ukraine; Ahmed S.M.A., Faculty of Medicine, Shendi University, Sudan; Swed S., Faculty of Medicine, Aleppo University, Aleppo, Syrian Arab Republic","08998280","",""
"Salnikov A.; Kónya B.","Salnikov, Andrii (35318935800); Kónya, Balázs (27170013300)","35318935800; 27170013300","DNS-embedded service endpoint registry for distributed e-Infrastructures","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118834818&doi=10.1007%2fs10586-021-03455-5&partnerID=40&md5=337a9b6a4b033b929c86c884707c4ab7","Computer Engineering Department, Taras Shevchenko National University of Kyiv, 64/13 Volodymyrska str., Kiev, 01601, Ukraine; Lund University, BOX 118, Lund, 221 00, Sweden","Salnikov A., Computer Engineering Department, Taras Shevchenko National University of Kyiv, 64/13 Volodymyrska str., Kiev, 01601, Ukraine, Lund University, BOX 118, Lund, 221 00, Sweden; Kónya B., Lund University, BOX 118, Lund, 221 00, Sweden","13867857","",""
"Fareniuk Y.; Zatonatska T.; Dluhopolskyi O.; Kovalenko O.","Fareniuk, Yana (57200227059); Zatonatska, Tetiana (57189216930); Dluhopolskyi, Oleksandr (57207756465); Kovalenko, Oksana (58673829600)","57200227059; 57189216930; 57207756465; 58673829600","CUSTOMER CHURN PREDICTION MODEL: A CASE OF THE TELECOMMUNICATION MARKET","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142758832&doi=10.2478%2feoik-2022-0021&partnerID=40&md5=5b249f7a7fb5cf054225ff5d5b2c2e67","Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; WSEI University, Lublin, Poland; West Ukrainian National University, Ternopil, Ukraine","Fareniuk Y., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Zatonatska T., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Dluhopolskyi O., WSEI University, Lublin, Poland, West Ukrainian National University, Ternopil, Ukraine; Kovalenko O., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine","23035005","",""
"Mulesa O.; Horvat P.; Radivilova T.; Sabadosh V.; Baranovskyi O.; Duran S.","Mulesa, Oksana (57189376248); Horvat, Petro (57970635600); Radivilova, Tamara (24484091300); Sabadosh, Volodymyr (58243623000); Baranovskyi, Oleksii (23566593300); Duran, Sergii (58244430900)","57189376248; 57970635600; 24484091300; 58243623000; 23566593300; 58244430900","DESIGN OF MECHANISMS FOR ENSURING THE EXECUTION OF TASKS IN PROJECT PLANNING","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158925071&doi=10.15587%2f1729-4061.2023.277585&partnerID=40&md5=faaa2e3c4860bf958f08ee8d4a5a8edf","Department of Software Systems, Narodna sq.,3, Uzhhorod, 88000, Ukraine; Department of Computer Systems and Networks, Uzhhorod National University, Narodna sq.,3, Uzhhorod, 88000, Ukraine; V. V. Popovskyy Department of Infocommunication Engineering, Kharkiv National University of Radio Electronics, Nauky ave.,14, Kharkiv, 61166, Ukraine; Intellias Company, Kapushanska str.,177 А, Uzhhorod, 88000, Ukraine; Department of Computer Science, Blekinge Institute of Technology, Blekinge, Karlskrona, 37179, Sweden","Mulesa O., Department of Software Systems, Narodna sq.,3, Uzhhorod, 88000, Ukraine; Horvat P., Department of Computer Systems and Networks, Uzhhorod National University, Narodna sq.,3, Uzhhorod, 88000, Ukraine; Radivilova T., V. V. Popovskyy Department of Infocommunication Engineering, Kharkiv National University of Radio Electronics, Nauky ave.,14, Kharkiv, 61166, Ukraine; Sabadosh V., Intellias Company, Kapushanska str.,177 А, Uzhhorod, 88000, Ukraine; Baranovskyi O., Department of Computer Science, Blekinge Institute of Technology, Blekinge, Karlskrona, 37179, Sweden; Duran S., Department of Software Systems, Narodna sq.,3, Uzhhorod, 88000, Ukraine","17293774","",""
"Kolditz O.; Jacques D.; Claret F.; Bertrand J.; Churakov S.V.; Debayle C.; Diaconu D.; Fuzik K.; Garcia D.; Graebling N.; Grambow B.; Holt E.; Idiart A.; Leira P.; Montoya V.; Niederleithinger E.; Olin M.; Pfingsten W.; Prasianakis N.I.; Rink K.; Samper J.; Szöke I.; Szöke R.; Theodon L.; Wendling J.","Kolditz, Olaf (6701555654); Jacques, Diederik (57560386000); Claret, Francis (6603663559); Bertrand, Johan (36937582800); Churakov, Sergey V. (6602072496); Debayle, Christophe (6504738418); Diaconu, Daniela (8255970800); Fuzik, Kateryna (57222585620); Garcia, David (58039236900); Graebling, Nico (57541033800); Grambow, Bernd (7003751208); Holt, Erika (7103324458); Idiart, Andrés (25822616400); Leira, Petter (58039086800); Montoya, Vanessa (10144012800); Niederleithinger, Ernst (6504803454); Olin, Markus (57202560613); Pfingsten, Wilfried (6603575555); Prasianakis, Nikolaos I. (14069126200); Rink, Karsten (45161767900); Samper, Javier (7004089866); Szöke, István (17342865900); Szöke, Réka (8853971300); Theodon, Louise (58039527600); Wendling, Jacques (16033349300)","6701555654; 57560386000; 6603663559; 36937582800; 6602072496; 6504738418; 8255970800; 57222585620; 58039236900; 57541033800; 7003751208; 7103324458; 25822616400; 58039086800; 10144012800; 6504803454; 57202560613; 6603575555; 14069126200; 45161767900; 7004089866; 17342865900; 8853971300; 58039527600; 16033349300","Digitalisation for nuclear waste management: predisposal and disposal","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145415563&doi=10.1007%2fs12665-022-10675-4&partnerID=40&md5=b25a80bca286c383d6353e25cfa85002","Helmholtz Centre for Environmental Research - UFZ, Leipzig, Germany; Belgium Nuclear Research Centre (SCK CEN), Mol, Belgium; BRGM, Orléans, France; Andra, Chatenay-Malabry, France; Paul Scherrer Institute (PSI), Villigen, Switzerland; IRSN, Fontenay-aux-Roses, France; Institute for Nuclear Research Pitesti, Mioveni, Romania; SSTC NRS, Kyiv, Ukraine; Amphos 21, Barcelona, Spain; SUBATECH (IMT Atlantique, CNRS, Nantes University), Nantes, France; Technical Research Centre of Finland (VTT), Espoo, Finland; Bundesanstalt für Materialforschung und -prüfung (BAM), Berlin, Germany; CICA & Civil Engineering, University of A Coruña, Coruña, Spain; Institute for Energy Technology (IFE), Halden, Norway; Technische Universität Dresden, Dresden, Germany","Kolditz O., Helmholtz Centre for Environmental Research - UFZ, Leipzig, Germany, Technische Universität Dresden, Dresden, Germany; Jacques D., Belgium Nuclear Research Centre (SCK CEN), Mol, Belgium; Claret F., BRGM, Orléans, France; Bertrand J., Andra, Chatenay-Malabry, France; Churakov S.V., Paul Scherrer Institute (PSI), Villigen, Switzerland; Debayle C., IRSN, Fontenay-aux-Roses, France; Diaconu D., Institute for Nuclear Research Pitesti, Mioveni, Romania; Fuzik K., SSTC NRS, Kyiv, Ukraine; Garcia D., Amphos 21, Barcelona, Spain; Graebling N., Helmholtz Centre for Environmental Research - UFZ, Leipzig, Germany; Grambow B., SUBATECH (IMT Atlantique, CNRS, Nantes University), Nantes, France; Holt E., Technical Research Centre of Finland (VTT), Espoo, Finland; Idiart A., Amphos 21, Barcelona, Spain; Leira P., Institute for Energy Technology (IFE), Halden, Norway; Montoya V., Belgium Nuclear Research Centre (SCK CEN), Mol, Belgium; Niederleithinger E., Bundesanstalt für Materialforschung und -prüfung (BAM), Berlin, Germany; Olin M., Technical Research Centre of Finland (VTT), Espoo, Finland; Pfingsten W., Paul Scherrer Institute (PSI), Villigen, Switzerland; Prasianakis N.I., Paul Scherrer Institute (PSI), Villigen, Switzerland; Rink K., Helmholtz Centre for Environmental Research - UFZ, Leipzig, Germany; Samper J., CICA & Civil Engineering, University of A Coruña, Coruña, Spain; Szöke I., Institute for Energy Technology (IFE), Halden, Norway; Szöke R., Institute for Energy Technology (IFE), Halden, Norway; Theodon L., Andra, Chatenay-Malabry, France; Wendling J., Andra, Chatenay-Malabry, France","18666280","",""
"Pokajewicz K.; Białoń M.; Svydenko L.; Hudz N.; Balwierz R.; Marciniak D.; Wieczorek P.P.","Pokajewicz, Katarzyna (57566451500); Białoń, Marietta (6506336032); Svydenko, Liudmyla (57211167876); Hudz, Nataliia (57195915618); Balwierz, Radosław (57492220900); Marciniak, Dominik (51564141800); Wieczorek, Piotr Paweł (10141853800)","57566451500; 6506336032; 57211167876; 57195915618; 57492220900; 51564141800; 10141853800","Comparative Evaluation of the Essential Oil of the New Ukrainian Lavandula angustifolia and Lavandula x intermedia Cultivars Grown on the Same Plots","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127732328&doi=10.3390%2fmolecules27072152&partnerID=40&md5=50c7287039ae32bbc8828f4ef7a66e0c","Department of Analytical Chemistry, University of Opole, Opole, 45-052, Poland; Sector of Mobilization and Conservation of Plant Resources, Rice Institute, National Academy of Agrarian Sciences, Kherson, 74992, Ukraine; Department of Drug Technology and Biopharmaceutics, Danylo Halytsky Lviv National Medical University, Lviv, 79010, Ukraine; Department of Pharmacy and Ecological Chemistry, University of Opole, Opole, 45-052, Poland; Department of Drug Forms Technology, Faculty of Pharmacy, Wrocław Medical University, Wroclaw, 50-556, Poland","Pokajewicz K., Department of Analytical Chemistry, University of Opole, Opole, 45-052, Poland; Białoń M., Department of Analytical Chemistry, University of Opole, Opole, 45-052, Poland; Svydenko L., Sector of Mobilization and Conservation of Plant Resources, Rice Institute, National Academy of Agrarian Sciences, Kherson, 74992, Ukraine; Hudz N., Department of Drug Technology and Biopharmaceutics, Danylo Halytsky Lviv National Medical University, Lviv, 79010, Ukraine, Department of Pharmacy and Ecological Chemistry, University of Opole, Opole, 45-052, Poland; Balwierz R., Department of Pharmacy and Ecological Chemistry, University of Opole, Opole, 45-052, Poland; Marciniak D., Department of Drug Forms Technology, Faculty of Pharmacy, Wrocław Medical University, Wroclaw, 50-556, Poland; Wieczorek P.P., Department of Analytical Chemistry, University of Opole, Opole, 45-052, Poland","14203049","","MOLEF"
"Vitovskyi R.M.; Isaienko V.V.; Pishchurin O.A.; Vitovskyi A.R.; Serdiuk M.M.; Zakharova V.P.","Vitovskyi, Rostyslav M. (57468726800); Isaienko, Volodymyr V. (57787139500); Pishchurin, Oleksandr A. (6504120488); Vitovskyi, Andrii R. (57468266100); Serdiuk, Maryna M. (57786544100); Zakharova, Valentina P. (57338250800)","57468726800; 57787139500; 6504120488; 57468266100; 57786544100; 57338250800","Features of the Blood Supply of Cardiac Myxoma which Can Cause Bleeding","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145298677&doi=10.30702%2fujcvs%2f22.30%2804%29%2fVI060-122127&partnerID=40&md5=04989635eaca0f3efe3b137387a47045","Shupyk National Healthcare University of Ukraine, Kyiv, Ukraine; National Amosov Institute of Cardiovascular Surgery of the National Academy of Medical Sciences of Ukraine, Kyiv, Ukraine","Vitovskyi R.M., Shupyk National Healthcare University of Ukraine, Kyiv, Ukraine; Isaienko V.V., Shupyk National Healthcare University of Ukraine, Kyiv, Ukraine; Pishchurin O.A., Shupyk National Healthcare University of Ukraine, Kyiv, Ukraine; Vitovskyi A.R., National Amosov Institute of Cardiovascular Surgery of the National Academy of Medical Sciences of Ukraine, Kyiv, Ukraine; Serdiuk M.M., National Amosov Institute of Cardiovascular Surgery of the National Academy of Medical Sciences of Ukraine, Kyiv, Ukraine; Zakharova V.P., National Amosov Institute of Cardiovascular Surgery of the National Academy of Medical Sciences of Ukraine, Kyiv, Ukraine","26645963","",""
"Ma X.; Gryshova I.; Khaustova V.; Reshetnyak O.; Shcherbata M.; Bobrovnyk D.; Khaustov M.","Ma, Xiangfei (57930156700); Gryshova, Inna (56912353700); Khaustova, Viktoriia (57216123094); Reshetnyak, Olena (57221964559); Shcherbata, Maryna (57160114500); Bobrovnyk, Denys (57964361800); Khaustov, Mykyta (57964177800)","57930156700; 56912353700; 57216123094; 57221964559; 57160114500; 57964361800; 57964177800","Assessment of the Impact of Scientific and Technical Activities on the Economic Growth of World Countries","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141842402&doi=10.3390%2fsu142114350&partnerID=40&md5=452e372a0ef430fff976a43ecbe816bc","School of Foreign Languages and Literatures, Hangzhou Dianzi University, 2nd Street, Jiangnan District, Hangzhou, 310005, China; Sino-Russian Institute, Jiangsu Normal University, 101 Shanghai Rd., Tangshan District, Hangzhou, 221116, China; Research Center for Industrial Problems of Development of the National Academy of Sciences of Ukraine, 1a Inzhenernyi Ln, Kharkiv, 61166, Ukraine","Ma X., School of Foreign Languages and Literatures, Hangzhou Dianzi University, 2nd Street, Jiangnan District, Hangzhou, 310005, China; Gryshova I., Sino-Russian Institute, Jiangsu Normal University, 101 Shanghai Rd., Tangshan District, Hangzhou, 221116, China; Khaustova V., Research Center for Industrial Problems of Development of the National Academy of Sciences of Ukraine, 1a Inzhenernyi Ln, Kharkiv, 61166, Ukraine; Reshetnyak O., Research Center for Industrial Problems of Development of the National Academy of Sciences of Ukraine, 1a Inzhenernyi Ln, Kharkiv, 61166, Ukraine; Shcherbata M., Sino-Russian Institute, Jiangsu Normal University, 101 Shanghai Rd., Tangshan District, Hangzhou, 221116, China; Bobrovnyk D., Sino-Russian Institute, Jiangsu Normal University, 101 Shanghai Rd., Tangshan District, Hangzhou, 221116, China; Khaustov M., Research Center for Industrial Problems of Development of the National Academy of Sciences of Ukraine, 1a Inzhenernyi Ln, Kharkiv, 61166, Ukraine","20711050","",""
"Turchanin M.A.; Velikanova T.Y.; Korniyenko K.Y.","Turchanin, M.A. (7004896784); Velikanova, T. Ya. (7005016394); Korniyenko, K. Ye. (58084946800)","7004896784; 7005016394; 58084946800","Information on the Annual Report of the Ukrainian Commission of Phase Diagrams and Thermodynamics (2022)","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147175698&doi=10.1007%2fs11106-023-00336-x&partnerID=40&md5=b8d5392d0c7f98aa9dfa0b7e43c82a1a","Donbas State Engineering Academy, Kramatorsk, Ukraine; Frantsevich Institute for Problems of Materials Science, National Academy of Sciences of Ukraine, Kyiv, Ukraine","Turchanin M.A., Donbas State Engineering Academy, Kramatorsk, Ukraine; Velikanova T.Y., Frantsevich Institute for Problems of Materials Science, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Korniyenko K.Y., Frantsevich Institute for Problems of Materials Science, National Academy of Sciences of Ukraine, Kyiv, Ukraine","10681302","",""
"Mytskan B.; Mytskan T.; Iermakov S.; Yermakova T.","Mytskan, Bogdan (6603358254); Mytskan, Tetiana (56897104300); Iermakov, Sergii (57131412000); Yermakova, Tetiana (56576365900)","6603358254; 56897104300; 57131412000; 56576365900","Physical culture in the context of modern philosophical anthropology","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132734506&doi=10.15561%2f26649837.2022.0309&partnerID=40&md5=cbb6f3a080f8103608ca7a977c4c3ed7","Vasyl Stefanyk Precarpathian National University, Ukraine; Gdansk University of Physical Education and Sport, Poland; Kharkiv State Academy of Design and Arts, Ukraine","Mytskan B., Vasyl Stefanyk Precarpathian National University, Ukraine; Mytskan T., Vasyl Stefanyk Precarpathian National University, Ukraine; Iermakov S., Gdansk University of Physical Education and Sport, Poland, Kharkiv State Academy of Design and Arts, Ukraine; Yermakova T., Kharkiv State Academy of Design and Arts, Ukraine","26649837","",""
"Fedushko S.; Trevoho O.; Hoshovska O.; Syerov Y.; Mykhalchyshyn N.; Skvortsov D.; Fedevych L.","Fedushko, Solomiia (56328252300); Trevoho, Olena (57218501593); Hoshovska, Oksana (57218569355); Syerov, Yuriy (27868100200); Mykhalchyshyn, Natalia (57226672923); Skvortsov, Denis (55338986000); Fedevych, Liudmyla (57191202577)","56328252300; 57218501593; 57218569355; 27868100200; 57226672923; 55338986000; 57191202577","E-commerce Drivers During the Pandemic and Global Digitalization: A Review Study","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151243361&doi=10.1007%2f978-3-031-25695-0_11&partnerID=40&md5=1cb8ce2236fb0c708756f60bc6dc12f5","Lviv Polytechnic National University, Lviv, Ukraine","Fedushko S., Lviv Polytechnic National University, Lviv, Ukraine; Trevoho O., Lviv Polytechnic National University, Lviv, Ukraine; Hoshovska O., Lviv Polytechnic National University, Lviv, Ukraine; Syerov Y., Lviv Polytechnic National University, Lviv, Ukraine; Mykhalchyshyn N., Lviv Polytechnic National University, Lviv, Ukraine; Skvortsov D., Lviv Polytechnic National University, Lviv, Ukraine; Fedevych L., Lviv Polytechnic National University, Lviv, Ukraine","21984182","",""
"Pashechko M.; Shil’ko S.; Czerniec M.; Borc J.; Chabanyuk Y.","Pashechko, M. (7003956738); Shil’ko, S. (57729843700); Czerniec, M. (6602755287); Borc, J. (6506048007); Chabanyuk, Ya. (58110231300)","7003956738; 57729843700; 6602755287; 6506048007; 58110231300","Application of Submicromechanical Diagnostics for Characterization of Glass-Filled Polyamide Composites","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148485801&doi=10.3103%2fS1068366622050087&partnerID=40&md5=4ec6f3103d67f92e3d4e28450e98f32a","Politechnika Lubelska, Lublin, 20-618, Poland; V.A. Belyi Metal–Polymer Research Institute, National Academy of Sciences of Belarus, Gomel, 246050, Belarus; National Aviation University, Kyiv, 03056, Ukraine","Pashechko M., Politechnika Lubelska, Lublin, 20-618, Poland; Shil’ko S., V.A. Belyi Metal–Polymer Research Institute, National Academy of Sciences of Belarus, Gomel, 246050, Belarus; Czerniec M., National Aviation University, Kyiv, 03056, Ukraine; Borc J., Politechnika Lubelska, Lublin, 20-618, Poland; Chabanyuk Y., Politechnika Lubelska, Lublin, 20-618, Poland","10683666","",""
"Verovkina N.O.; Lyalkin S.A.; Syvak L.А.","Verovkina, N.O. (58003499800); Lyalkin, S.A. (56755351600); Syvak, L.А. (7801524917)","58003499800; 56755351600; 7801524917","Her2low breast cancer. New opportunities and challenges","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148297670&doi=10.46879%2fukroj.4.2022.62-74&partnerID=40&md5=477664ffbe8f3aaa681ed746fb815560","National Cancer Institute Ministry of Health of Ukraine, Kyiv, Ukraine","Verovkina N.O., National Cancer Institute Ministry of Health of Ukraine, Kyiv, Ukraine; Lyalkin S.A., National Cancer Institute Ministry of Health of Ukraine, Kyiv, Ukraine; Syvak L.А., National Cancer Institute Ministry of Health of Ukraine, Kyiv, Ukraine","27087166","",""
"Maltseva K.","Maltseva, Kateryna (57225087482)","57225087482","Cognitive dimension of culture and social axioms: using methods of multidimensional analysis to research Ukrainian cultural beliefs about success and inequality","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124269430&doi=10.1007%2fs41809-022-00096-x&partnerID=40&md5=afe933c6d17161913861a60300b5d5d6","Department of Sociology, National University of Kyiv-Mohyla Academy, 8/5 Volosska St., Building 4, Kiev, 04655, Ukraine; Department of Anthropology, University of Connecticut, 354 Mansfield Road, Unit 1176, Storrs, 06269, CT, United States","Maltseva K., Department of Sociology, National University of Kyiv-Mohyla Academy, 8/5 Volosska St., Building 4, Kiev, 04655, Ukraine, Department of Anthropology, University of Connecticut, 354 Mansfield Road, Unit 1176, Storrs, 06269, CT, United States","25201018","",""
"Chayinska M.; Uluğ Ö.M.; Ayanian A.H.; Gratzel J.C.; Brik T.; Kende A.; McGarty C.","Chayinska, Maria (57194025490); Uluğ, Özden Melis (57188690265); Ayanian, Arin H. (57191926982); Gratzel, Johanna Claudia (57224569176); Brik, Tymofii (57204783906); Kende, Anna (55503955800); McGarty, Craig (57216010933)","57194025490; 57188690265; 57191926982; 57224569176; 57204783906; 55503955800; 57216010933","Coronavirus conspiracy beliefs and distrust of science predict risky public health behaviours through optimistically biased risk perceptions in Ukraine, Turkey, and Germany","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107981402&doi=10.1177%2f1368430220978278&partnerID=40&md5=4254378f21d56f10edd213fbc5dc417b","Pontificia Universidad Católica de Chile, Chile; Clark University, United States; Bielefeld University, Germany; Kyiv School of Economics, Ukraine; Eötvös Loránd University, Hungary; Western Sydney University, Australia","Chayinska M., Pontificia Universidad Católica de Chile, Chile; Uluğ Ö.M., Clark University, United States; Ayanian A.H., Bielefeld University, Germany; Gratzel J.C., Bielefeld University, Germany; Brik T., Kyiv School of Economics, Ukraine; Kende A., Eötvös Loránd University, Hungary; McGarty C., Western Sydney University, Australia","13684302","",""
"Lyashuk O.; Okipnyi I.; Mykulyk P.; Hevko R.; Lutsiv I.; Pastukh O.; Vovk Y.","Lyashuk, Oleh (56624505400); Okipnyi, Ihor (15521025800); Mykulyk, Petro (57223178784); Hevko, Roman (56158052200); Lutsiv, Igor (57194157542); Pastukh, Oleg (57201343382); Vovk, Yuriy (57189366994)","56624505400; 15521025800; 57223178784; 56158052200; 57194157542; 57201343382; 57189366994","The Dynamics of Impulse Strengthening Process of Screw Crest","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105195994&doi=10.1007%2fs40997-021-00438-0&partnerID=40&md5=5c579e5bb7038e3bee4fe6b8795101cf","Department of Automobile Transport, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Department of Mechanical Engineering, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Department of Automation and Computer-Integrated Technologies, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Department of Industrial Machinery Engineering, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Department of Software Engineering, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine","Lyashuk O., Department of Automobile Transport, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Okipnyi I., Department of Mechanical Engineering, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Mykulyk P., Department of Automation and Computer-Integrated Technologies, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Hevko R., Department of Industrial Machinery Engineering, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Lutsiv I., Department of Industrial Machinery Engineering, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Pastukh O., Department of Software Engineering, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Vovk Y., Department of Automobile Transport, Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine","22286187","",""
"Dobrova V.Y.; Popov O.S.; Shtrimaitis O.V.; Andreeva O.O.; Proskurnia O.M.","Dobrova, V. Ye. (35195390800); Popov, O.S. (56814496000); Shtrimaitis, O.V. (57776880500); Andreeva, O.O. (57777103500); Proskurnia, O.M. (6506735425)","35195390800; 56814496000; 57776880500; 57777103500; 6506735425","Joint Task Force Core Competency Framework Adoption Process at a National Level: A Survey of Ukrainian-Based Clinical Research Professionals","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133226416&doi=10.1007%2fs43441-022-00428-7&partnerID=40&md5=5cd3f75834e7864545eede119b2e3b9f","Department of Clinical Pharmacology and Clinical Pharmacy, National University of Pharmacy, 27 Pushkinska street, Kharkiv, 61057, Ukraine; Department of Chemical and Pharmaceutical Disciplines, MIHE «Rivne Medical Academy», Rivne, Ukraine; Department of Innovative Entrepreneurship Management and International Economic Relations, National Technical University “Kharkiv Polytechnic Institute”, Kharkiv, Ukraine","Dobrova V.Y., Department of Clinical Pharmacology and Clinical Pharmacy, National University of Pharmacy, 27 Pushkinska street, Kharkiv, 61057, Ukraine; Popov O.S., Department of Clinical Pharmacology and Clinical Pharmacy, National University of Pharmacy, 27 Pushkinska street, Kharkiv, 61057, Ukraine; Shtrimaitis O.V., Department of Chemical and Pharmaceutical Disciplines, MIHE «Rivne Medical Academy», Rivne, Ukraine; Andreeva O.O., Department of Clinical Pharmacology and Clinical Pharmacy, National University of Pharmacy, 27 Pushkinska street, Kharkiv, 61057, Ukraine; Proskurnia O.M., Department of Innovative Entrepreneurship Management and International Economic Relations, National Technical University “Kharkiv Polytechnic Institute”, Kharkiv, Ukraine","21684790","",""
